transaction_id,timestamp,amount_sar,payment_method,machine_id,cycle_type,counterparty_raw
TXN-20250410-0046,2025-04-10 16:46:00,31.12,mada,M08,standard,SADAD BILL PAYMENT 5521099
TXN-20250410-0047,2025-04-10 16:57:19,29.98,credit,M06,standard,SEC ELECTRICITY BILL 41220
TXN-20250410-0048,2025-04-10 17:10:33,19.18,mada,M03,quick_wash,شركة المنظفات الوطنية
TXN-20250410-0049,2025-04-10 17:44:41,41.1,cash,M03,heavy_duty,شركة المنظفات الوطنية
TXN-20250410-0050,2025-04-10 18:07:58,33.26,mada,M08,standard,شركة المنظفات الوطنية
TXN-20250410-0051,2025-04-10 18:44:13,18.2,mada,M07,quick_wash,GAZT ZATCA VAT PAYMENT
TXN-20250410-0052,2025-04-10 18:44:22,16.06,mada,M05,quick_wash,شركة المنظفات الوطنية
TXN-20250410-0053,2025-04-10 19:09:43,33.07,mada,M07,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250410-0054,2025-04-10 19:25:46,27.73,mada,M04,standard,SPARE PARTS TRADING 902
TXN-20250410-0055,2025-04-10 19:28:45,60.94,mada,M08,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250410-0056,2025-04-10 20:14:12,53.93,mada,M08,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250410-0057,2025-04-10 20:20:29,68.36,mada,M02,dry_clean,MADA PURCHASE HANGERS 55
TXN-20250410-0058,2025-04-10 20:24:15,63.36,credit,M02,heavy_duty,شركة المنظفات الوطنية
TXN-20250410-0059,2025-04-10 20:24:40,29.29,mada,M06,standard,NWC WATER AUTHORITY 6621
TXN-20250410-0060,2025-04-10 20:31:34,35.16,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250410-0061,2025-04-10 20:38:42,38.4,cash,M06,standard,شركة المنظفات الوطنية
TXN-20250410-0062,2025-04-10 20:54:16,37.67,mada,M04,standard,مؤسسة الإيجار العقارية
TXN-20250410-0063,2025-04-10 20:58:12,52.51,mada,M07,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250410-0064,2025-04-10 21:32:31,32.71,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250410-0065,2025-04-10 21:53:17,23.84,mada,M02,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250410-0066,2025-04-10 22:29:32,24.78,credit,M04,quick_wash,مؤسسة الإيجار العقارية
TXN-20250410-0067,2025-04-10 22:57:28,17.11,credit,M08,quick_wash,
TXN-20250410-0068,2025-04-10 23:54:01,63.67,mada,M08,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250411-0001,2025-04-11 00:15:45,27.15,mada,M02,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0002,2025-04-11 01:30:34,28.5,cash,M01,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0003,2025-04-11 06:08:41,28.77,cash,M05,standard,STC INVOICE 88120
TXN-20250411-0004,2025-04-11 07:03:49,37.74,mada,M01,standard,
TXN-20250411-0005,2025-04-11 07:18:25,62.84,mada,M04,dry_clean,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0006,2025-04-11 07:31:15,31.98,mada,M08,standard,شركة المنظفات الوطنية
TXN-20250411-0007,2025-04-11 07:38:52,61.05,mada,M02,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250411-0008,2025-04-11 07:46:14,33.22,mada,M03,standard,NWC WATER AUTHORITY 6621
TXN-20250411-0009,2025-04-11 08:06:01,37.08,mada,M07,standard,SEC ELECTRICITY BILL 41220
TXN-20250411-0010,2025-04-11 08:10:27,54.42,mada,M08,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0011,2025-04-11 08:11:30,33.2,cash,M08,standard,شركة المنظفات الوطنية
TXN-20250411-0012,2025-04-11 08:20:03,38.76,mada,M08,standard,GAZT ZATCA VAT PAYMENT
TXN-20250411-0013,2025-04-11 08:41:23,64.79,cash,M07,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0014,2025-04-11 08:42:53,38.5,cash,M01,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0015,2025-04-11 08:56:19,55.36,mada,M07,heavy_duty,PACKAGING SUPPLIES CO 118
TXN-20250411-0016,2025-04-11 09:01:21,17.72,mada,M04,quick_wash,GAZT ZATCA VAT PAYMENT
TXN-20250411-0017,2025-04-11 09:03:18,26.92,mada,M06,standard,SADAD BILL PAYMENT 5521099
TXN-20250411-0018,2025-04-11 09:03:43,48.09,cash,M06,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250411-0019,2025-04-11 09:17:04,16.26,cash,M01,quick_wash,شركة المنظفات الوطنية
TXN-20250411-0020,2025-04-11 09:26:54,62.96,cash,M05,heavy_duty,شركة المنظفات الوطنية
TXN-20250411-0021,2025-04-11 09:31:00,56.12,mada,M06,heavy_duty,NWC WATER AUTHORITY 6621
TXN-20250411-0022,2025-04-11 09:46:49,15.0,cash,M01,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250411-0023,2025-04-11 10:03:28,27.22,mada,M08,standard,STC INVOICE 88120
TXN-20250411-0024,2025-04-11 10:09:01,63.94,mada,M01,heavy_duty,STC INVOICE 88120
TXN-20250411-0025,2025-04-11 10:10:44,37.18,mada,M02,standard,PACKAGING SUPPLIES CO 118
TXN-20250411-0026,2025-04-11 10:12:41,30.83,mada,M07,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0027,2025-04-11 10:43:33,27.07,mada,M07,standard,NWC WATER AUTHORITY 6621
TXN-20250411-0028,2025-04-11 10:49:42,81.09,mada,M02,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250411-0029,2025-04-11 10:52:41,23.91,mada,M07,quick_wash,شركة المنظفات الوطنية
TXN-20250411-0030,2025-04-11 11:05:35,29.59,mada,M05,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0031,2025-04-11 11:21:57,54.81,cash,M01,heavy_duty,شركة المنظفات الوطنية
TXN-20250411-0032,2025-04-11 11:46:27,26.92,mada,M04,standard,
TXN-20250411-0033,2025-04-11 11:58:51,28.85,cash,M03,standard,MADA PURCHASE HANGERS 55
TXN-20250411-0034,2025-04-11 12:02:11,35.95,cash,M05,standard,SADAD BILL PAYMENT 5521099
TXN-20250411-0035,2025-04-11 12:08:31,36.51,mada,M07,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0036,2025-04-11 12:18:37,37.75,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250411-0037,2025-04-11 12:23:16,32.85,mada,M07,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0038,2025-04-11 13:16:32,33.12,mada,M03,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0039,2025-04-11 13:19:24,64.39,mada,M07,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0040,2025-04-11 13:21:51,21.38,cash,M06,quick_wash,
TXN-20250411-0041,2025-04-11 13:41:29,29.08,mada,M04,standard,SADAD BILL PAYMENT 5521099
TXN-20250411-0042,2025-04-11 13:51:18,34.2,credit,M08,standard,
TXN-20250411-0043,2025-04-11 13:51:28,27.04,credit,M07,standard,PACKAGING SUPPLIES CO 118
TXN-20250411-0044,2025-04-11 13:53:35,31.99,mada,M02,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0045,2025-04-11 14:01:59,48.43,credit,M05,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0046,2025-04-11 14:06:25,18.16,mada,M01,quick_wash,SPARE PARTS TRADING 902
TXN-20250411-0047,2025-04-11 14:29:44,47.58,credit,M04,heavy_duty,
TXN-20250411-0048,2025-04-11 15:23:00,36.34,mada,M03,standard,
TXN-20250411-0049,2025-04-11 15:28:35,33.26,cash,M02,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0050,2025-04-11 15:30:42,39.54,mada,M06,standard,NWC WATER AUTHORITY 6621
TXN-20250411-0051,2025-04-11 15:31:15,26.15,mada,M03,standard,STC INVOICE 88120
TXN-20250411-0052,2025-04-11 17:10:39,39.97,mada,M06,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0053,2025-04-11 18:01:59,111.09,mada,M01,dry_clean,
TXN-20250411-0054,2025-04-11 18:02:41,30.81,cash,M08,standard,SADAD BILL PAYMENT 5521099
TXN-20250411-0055,2025-04-11 18:35:08,30.95,mada,M01,standard,STC INVOICE 88120
TXN-20250411-0056,2025-04-11 18:38:50,95.41,credit,M01,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250411-0057,2025-04-11 18:53:29,17.62,mada,M02,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250411-0058,2025-04-11 19:10:54,30.07,mada,M05,standard,مؤسسة الإيجار العقارية
TXN-20250411-0059,2025-04-11 19:12:41,25.57,cash,M06,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0060,2025-04-11 19:30:18,20.52,mada,M01,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0061,2025-04-11 19:31:01,16.16,mada,M04,quick_wash,
TXN-20250411-0062,2025-04-11 19:33:12,26.19,mada,M06,standard,شركة المنظفات الوطنية
TXN-20250411-0063,2025-04-11 19:48:15,16.72,credit,M03,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250411-0064,2025-04-11 19:51:46,19.33,mada,M01,quick_wash,شركة المنظفات الوطنية
TXN-20250411-0065,2025-04-11 19:53:01,29.79,mada,M01,standard,SADAD BILL PAYMENT 5521099
TXN-20250411-0066,2025-04-11 20:05:51,42.0,mada,M04,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250411-0067,2025-04-11 20:19:22,75.19,mada,M07,dry_clean,SEC ELECTRICITY BILL 41220
TXN-20250411-0068,2025-04-11 20:26:48,58.7,credit,M07,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250411-0069,2025-04-11 20:56:20,30.91,cash,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0070,2025-04-11 21:17:04,32.74,mada,M05,standard,SADAD BILL PAYMENT 5521099
TXN-20250411-0071,2025-04-11 21:18:22,23.95,mada,M04,quick_wash,مؤسسة الإيجار العقارية
TXN-20250411-0072,2025-04-11 21:30:06,51.54,credit,M05,dry_clean,مؤسسة الإيجار العقارية
TXN-20250411-0073,2025-04-11 22:10:36,17.27,mada,M05,quick_wash,شركة المنظفات الوطنية
TXN-20250411-0074,2025-04-11 22:30:52,34.66,mada,M06,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250411-0075,2025-04-11 23:20:36,16.89,mada,M06,quick_wash,
TXN-20250412-0001,2025-04-12 00:39:15,54.27,cash,M02,dry_clean,شركة المنظفات الوطنية
TXN-20250412-0002,2025-04-12 02:54:21,15.06,mada,M01,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0003,2025-04-12 03:17:46,15.91,mada,M02,quick_wash,
TXN-20250412-0004,2025-04-12 03:46:12,62.21,mada,M08,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250412-0005,2025-04-12 05:56:54,22.14,mada,M08,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250412-0006,2025-04-12 06:37:12,38.45,mada,M05,standard,GAZT ZATCA VAT PAYMENT
TXN-20250412-0007,2025-04-12 07:23:47,26.83,mada,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0008,2025-04-12 07:43:17,37.15,mada,M08,standard,SADAD BILL PAYMENT 5521099
TXN-20250412-0009,2025-04-12 07:50:41,17.56,mada,M01,quick_wash,STC INVOICE 88120
TXN-20250412-0010,2025-04-12 07:56:30,16.99,mada,M02,quick_wash,شركة المنظفات الوطنية
TXN-20250412-0011,2025-04-12 08:22:55,33.91,mada,M06,standard,SADAD BILL PAYMENT 5521099
TXN-20250412-0012,2025-04-12 08:45:07,26.22,mada,M02,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0013,2025-04-12 08:47:19,57.87,mada,M08,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0014,2025-04-12 09:03:45,37.18,mada,M07,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0015,2025-04-12 09:25:34,47.72,mada,M01,heavy_duty,STC INVOICE 88120
TXN-20250412-0016,2025-04-12 09:26:44,16.54,credit,M07,quick_wash,SPARE PARTS TRADING 902
TXN-20250412-0017,2025-04-12 09:38:29,37.12,credit,M05,standard,SEC ELECTRICITY BILL 41220
TXN-20250412-0018,2025-04-12 09:44:49,119.79,cash,M07,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250412-0019,2025-04-12 09:47:02,21.38,mada,M08,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250412-0020,2025-04-12 09:47:34,46.4,mada,M05,heavy_duty,GAZT ZATCA VAT PAYMENT
TXN-20250412-0021,2025-04-12 09:52:44,17.09,mada,M05,quick_wash,شركة المنظفات الوطنية
TXN-20250412-0022,2025-04-12 10:17:01,22.58,cash,M02,quick_wash,شركة المنظفات الوطنية
TXN-20250412-0023,2025-04-12 10:17:11,38.98,cash,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0024,2025-04-12 10:25:07,39.02,mada,M03,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0025,2025-04-12 10:26:05,43.78,mada,M04,heavy_duty,شركة المنظفات الوطنية
TXN-20250412-0026,2025-04-12 10:45:13,26.96,cash,M05,standard,SEC ELECTRICITY BILL 41220
TXN-20250412-0027,2025-04-12 10:48:36,34.48,cash,M03,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0028,2025-04-12 10:59:44,31.41,cash,M08,standard,MADA PURCHASE HANGERS 55
TXN-20250412-0029,2025-04-12 11:22:50,30.97,mada,M06,standard,
TXN-20250412-0030,2025-04-12 12:20:25,22.83,credit,M04,quick_wash,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0031,2025-04-12 12:27:59,48.09,cash,M06,heavy_duty,STC INVOICE 88120
TXN-20250412-0032,2025-04-12 12:40:00,24.56,mada,M03,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0033,2025-04-12 13:00:05,62.58,mada,M03,heavy_duty,STC INVOICE 88120
TXN-20250412-0034,2025-04-12 13:04:24,18.17,cash,M02,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250412-0035,2025-04-12 13:19:53,38.89,credit,M02,standard,
TXN-20250412-0036,2025-04-12 13:31:29,43.67,cash,M07,heavy_duty,شركة المنظفات الوطنية
TXN-20250412-0037,2025-04-12 13:33:34,48.2,mada,M06,heavy_duty,شركة المنظفات الوطنية
TXN-20250412-0038,2025-04-12 13:42:22,32.66,mada,M02,standard,شركة المنظفات الوطنية
TXN-20250412-0039,2025-04-12 13:44:12,16.77,mada,M03,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0040,2025-04-12 13:46:11,73.02,cash,M06,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0041,2025-04-12 13:56:33,110.99,mada,M06,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250412-0042,2025-04-12 14:05:15,43.29,cash,M07,heavy_duty,شركة المنظفات الوطنية
TXN-20250412-0043,2025-04-12 14:24:40,21.47,cash,M03,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250412-0044,2025-04-12 14:49:46,15.54,cash,M03,quick_wash,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0045,2025-04-12 14:53:21,15.88,mada,M03,quick_wash,STC INVOICE 88120
TXN-20250412-0046,2025-04-12 15:22:59,53.72,mada,M04,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250412-0047,2025-04-12 15:43:23,29.62,mada,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0048,2025-04-12 16:19:36,60.74,cash,M06,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0049,2025-04-12 16:22:42,32.03,cash,M05,standard,STC INVOICE 88120
TXN-20250412-0050,2025-04-12 16:54:27,38.19,cash,M07,standard,GAZT ZATCA VAT PAYMENT
TXN-20250412-0051,2025-04-12 17:48:22,29.59,mada,M07,standard,PACKAGING SUPPLIES CO 118
TXN-20250412-0052,2025-04-12 17:50:42,97.54,cash,M08,dry_clean,SADAD BILL PAYMENT 5521099
TXN-20250412-0053,2025-04-12 18:23:50,34.44,credit,M02,standard,SADAD BILL PAYMENT 5521099
TXN-20250412-0054,2025-04-12 18:26:08,49.83,mada,M06,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250412-0055,2025-04-12 18:38:22,65.51,mada,M07,dry_clean,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0056,2025-04-12 19:14:32,30.16,mada,M06,standard,SADAD BILL PAYMENT 5521099
TXN-20250412-0057,2025-04-12 19:20:56,25.5,mada,M01,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0058,2025-04-12 19:39:47,24.83,mada,M01,quick_wash,MADA PURCHASE HANGERS 55
TXN-20250412-0059,2025-04-12 19:46:39,38.04,mada,M04,standard,شركة المنظفات الوطنية
TXN-20250412-0060,2025-04-12 19:52:25,36.78,mada,M08,standard,SEC ELECTRICITY BILL 41220
TXN-20250412-0061,2025-04-12 19:53:18,56.84,mada,M08,heavy_duty,
TXN-20250412-0062,2025-04-12 19:54:21,22.52,mada,M02,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250412-0063,2025-04-12 20:09:54,47.79,cash,M05,heavy_duty,SPARE PARTS TRADING 902
TXN-20250412-0064,2025-04-12 20:10:18,74.15,mada,M08,dry_clean,شركة المنظفات الوطنية
TXN-20250412-0065,2025-04-12 20:20:25,37.93,mada,M03,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250412-0066,2025-04-12 20:34:38,109.07,cash,M07,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0067,2025-04-12 20:53:44,58.32,credit,M07,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0068,2025-04-12 20:58:32,80.14,mada,M04,dry_clean,PACKAGING SUPPLIES CO 118
TXN-20250412-0069,2025-04-12 21:06:49,15.73,cash,M01,quick_wash,MADA PURCHASE HANGERS 55
TXN-20250412-0070,2025-04-12 21:12:42,42.77,mada,M06,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0071,2025-04-12 21:39:20,17.33,cash,M08,quick_wash,
TXN-20250412-0072,2025-04-12 21:43:54,18.92,cash,M05,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250412-0073,2025-04-12 21:44:12,57.16,cash,M01,heavy_duty,
TXN-20250412-0074,2025-04-12 21:58:51,61.65,mada,M02,heavy_duty,شركة المنظفات الوطنية
TXN-20250412-0075,2025-04-12 22:17:22,25.57,cash,M02,standard,SEC ELECTRICITY BILL 41220
TXN-20250412-0076,2025-04-12 22:18:27,102.82,mada,M01,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250412-0077,2025-04-12 23:15:27,49.97,credit,M05,heavy_duty,MADA PURCHASE HANGERS 55
TXN-20250413-0001,2025-04-13 03:14:24,33.72,cash,M05,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0002,2025-04-13 05:22:25,38.27,mada,M05,standard,NWC WATER AUTHORITY 6621
TXN-20250413-0003,2025-04-13 05:33:29,58.22,mada,M05,heavy_duty,شركة المنظفات الوطنية
TXN-20250413-0004,2025-04-13 07:14:43,30.58,cash,M07,standard,STC INVOICE 88120
TXN-20250413-0005,2025-04-13 07:57:32,20.02,mada,M07,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250413-0006,2025-04-13 07:59:16,41.24,mada,M07,heavy_duty,مؤسسة الإيجار العقارية
TXN-20250413-0007,2025-04-13 08:16:52,23.73,mada,M02,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250413-0008,2025-04-13 08:31:14,30.13,credit,M02,standard,شركة المنظفات الوطنية
TXN-20250413-0009,2025-04-13 08:32:22,44.76,credit,M03,heavy_duty,SEC ELECTRICITY BILL 41220
TXN-20250413-0010,2025-04-13 08:35:44,36.43,cash,M07,standard,MADA PURCHASE HANGERS 55
TXN-20250413-0011,2025-04-13 08:50:46,59.91,cash,M08,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250413-0012,2025-04-13 08:57:01,63.52,cash,M06,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250413-0013,2025-04-13 09:15:22,25.62,cash,M01,standard,SPARE PARTS TRADING 902
TXN-20250413-0014,2025-04-13 09:16:23,19.02,cash,M02,quick_wash,STC INVOICE 88120
TXN-20250413-0015,2025-04-13 09:41:50,31.96,cash,M04,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0016,2025-04-13 09:56:04,22.49,mada,M02,quick_wash,شركة المنظفات الوطنية
TXN-20250413-0017,2025-04-13 09:58:49,32.27,mada,M04,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0018,2025-04-13 10:38:09,24.67,cash,M03,quick_wash,STC INVOICE 88120
TXN-20250413-0019,2025-04-13 11:06:25,37.08,mada,M02,standard,SEC ELECTRICITY BILL 41220
TXN-20250413-0020,2025-04-13 11:18:17,35.61,mada,M02,standard,SPARE PARTS TRADING 902
TXN-20250413-0021,2025-04-13 11:30:17,32.66,mada,M08,standard,SEC ELECTRICITY BILL 41220
TXN-20250413-0022,2025-04-13 12:37:54,24.77,mada,M07,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250413-0023,2025-04-13 12:40:22,27.08,cash,M04,standard,NWC WATER AUTHORITY 6621
TXN-20250413-0024,2025-04-13 13:01:54,55.01,cash,M02,heavy_duty,شركة المنظفات الوطنية
TXN-20250413-0025,2025-04-13 13:11:55,50.46,mada,M04,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0026,2025-04-13 13:15:13,26.03,credit,M06,standard,
TXN-20250413-0027,2025-04-13 13:23:08,23.42,cash,M05,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250413-0028,2025-04-13 13:26:27,32.1,credit,M06,standard,
TXN-20250413-0029,2025-04-13 13:36:56,23.51,mada,M07,quick_wash,STC INVOICE 88120
TXN-20250413-0030,2025-04-13 13:44:23,44.55,mada,M02,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0031,2025-04-13 14:06:12,59.73,mada,M03,heavy_duty,شركة المنظفات الوطنية
TXN-20250413-0032,2025-04-13 14:09:24,17.12,mada,M05,quick_wash,
TXN-20250413-0033,2025-04-13 14:16:45,57.61,credit,M05,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250413-0034,2025-04-13 15:28:33,39.3,cash,M04,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0035,2025-04-13 15:54:26,15.93,mada,M02,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0036,2025-04-13 16:39:45,43.03,mada,M03,heavy_duty,SADAD BILL PAYMENT 5521099
TXN-20250413-0037,2025-04-13 17:32:10,25.86,mada,M02,standard,STC INVOICE 88120
TXN-20250413-0038,2025-04-13 17:56:59,34.26,credit,M05,standard,SADAD BILL PAYMENT 5521099
TXN-20250413-0039,2025-04-13 18:03:16,16.21,cash,M06,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0040,2025-04-13 18:06:02,21.67,cash,M07,quick_wash,شركة المنظفات الوطنية
TXN-20250413-0041,2025-04-13 18:31:05,19.08,mada,M04,quick_wash,
TXN-20250413-0042,2025-04-13 18:42:06,27.96,cash,M08,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0043,2025-04-13 18:55:32,49.64,mada,M08,heavy_duty,POS PURCHASE 2214 AL MALAZ
TXN-20250413-0044,2025-04-13 19:02:22,29.15,mada,M02,standard,GAZT ZATCA VAT PAYMENT
TXN-20250413-0045,2025-04-13 19:15:40,23.93,mada,M01,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250413-0046,2025-04-13 19:35:20,36.06,mada,M04,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250413-0047,2025-04-13 19:37:40,37.78,mada,M06,standard,SEC ELECTRICITY BILL 41220
TXN-20250413-0048,2025-04-13 20:01:31,36.11,mada,M02,standard,
TXN-20250413-0049,2025-04-13 20:22:59,30.06,mada,M01,standard,مؤسسة الإيجار العقارية
TXN-20250413-0050,2025-04-13 20:32:09,19.83,mada,M08,quick_wash,STC INVOICE 88120
TXN-20250413-0051,2025-04-13 20:32:40,51.42,cash,M02,heavy_duty,STC INVOICE 88120
TXN-20250413-0052,2025-04-13 20:34:14,20.05,cash,M08,quick_wash,SADAD BILL PAYMENT 5521099
TXN-20250413-0053,2025-04-13 20:35:49,82.64,cash,M01,dry_clean,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0054,2025-04-13 20:36:47,23.34,mada,M08,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0055,2025-04-13 20:40:00,39.16,mada,M07,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0056,2025-04-13 20:57:05,25.6,mada,M02,standard,SEC ELECTRICITY BILL 41220
TXN-20250413-0057,2025-04-13 21:12:06,34.81,mada,M08,standard,SEC ELECTRICITY BILL 41220
TXN-20250413-0058,2025-04-13 21:13:51,18.67,mada,M04,quick_wash,SEC ELECTRICITY BILL 41220
TXN-20250413-0059,2025-04-13 22:05:44,110.8,mada,M01,dry_clean,NWC WATER AUTHORITY 6621
TXN-20250413-0060,2025-04-13 22:21:25,35.51,mada,M03,standard,HENKEL DETERGENTS SUPPLY 3312
TXN-20250413-0061,2025-04-13 22:28:25,29.35,mada,M03,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250413-0062,2025-04-13 22:32:14,18.18,credit,M05,quick_wash,NWC WATER AUTHORITY 6621
TXN-20250413-0063,2025-04-13 22:42:52,16.72,mada,M02,quick_wash,PACKAGING SUPPLIES CO 118
TXN-20250413-0064,2025-04-13 23:26:25,28.75,mada,M02,standard,STC INVOICE 88120
TXN-20250413-0065,2025-04-13 23:57:31,26.54,cash,M02,standard,SADAD BILL PAYMENT 5521099
TXN-20250414-0001,2025-04-14 01:03:48,32.13,mada,M04,standard,SPARE PARTS TRADING 902
TXN-20250414-0002,2025-04-14 01:36:50,57.23,credit,M02,heavy_duty,شركة المنظفات الوطنية
TXN-20250414-0003,2025-04-14 06:04:28,26.03,mada,M08,standard,PACKAGING SUPPLIES CO 118
TXN-20250414-0004,2025-04-14 07:22:01,61.85,mada,M06,heavy_duty,HENKEL DETERGENTS SUPPLY 3312
TXN-20250414-0005,2025-04-14 08:11:53,25.82,credit,M05,standard,
TXN-20250414-0006,2025-04-14 08:13:03,32.54,cash,M03,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250414-0007,2025-04-14 08:39:47,27.89,mada,M04,standard,POS PURCHASE 2214 AL MALAZ
TXN-20250414-0008,2025-04-14 08:46:12,64.33,mada,M01,heavy_duty,SPARE PARTS TRADING 902
TXN-20250414-0009,2025-04-14 09:17:15,18.33,credit,M05,quick_wash,HENKEL DETERGENTS SUPPLY 3312
TXN-20250414-0010,2025-04-14 09:33:54,19.57,mada,M07,quick_wash,شركة المنظفات الوطنية
TXN-20250414-0011,2025-04-14 09:44:49,51.51,cash,M04,heavy_duty,شركة المنظفات الوطنية
TXN-20250414-0012,2025-04-14 09:47:58,53.04,mada,M01,heavy_duty,PACKAGING SUPPLIES CO 118
TXN-20250414-0013,2025-04-14 10:24:22,16.84,mada,M01,quick_wash,PACKAGING SUPPLIES CO 118
TXN-20250414-0014,2025-04-14 10:41:00,15.19,mada,M04,quick_wash,HENKEL DETERGENTS SUPPLY 3312
