transaction_id,timestamp,amount_sar,payment_method,basket_size,category,counterparty_raw
MINI-20250410-0015,2025-04-10 07:16:04,318.31,cash,large_basket,household,SADAD BILL PAYMENT 33120
MINI-20250410-0016,2025-04-10 07:16:52,32.19,mada,small_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0017,2025-04-10 07:32:54,235.9,cash,large_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250410-0018,2025-04-10 07:34:05,18.83,mada,small_basket,personal_care,شركة أغذية الطازج للتوزيع
MINI-20250410-0019,2025-04-10 07:56:48,158.21,mada,medium_basket,personal_care,NADEC FOODS SUPPLY 2214
MINI-20250410-0020,2025-04-10 07:57:24,24.59,mada,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250410-0021,2025-04-10 07:58:49,108.24,mada,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0022,2025-04-10 08:00:10,28.93,cash,small_basket,groceries,GAZT ZATCA VAT PAYMENT
MINI-20250410-0023,2025-04-10 08:04:33,157.12,cash,medium_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0024,2025-04-10 08:06:37,209.14,cash,large_basket,personal_care,
MINI-20250410-0025,2025-04-10 08:09:16,33.58,credit,small_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0026,2025-04-10 08:11:13,44.04,cash,small_basket,groceries,
MINI-20250410-0027,2025-04-10 08:18:53,423.74,cash,large_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0028,2025-04-10 08:22:54,40.38,mada,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0029,2025-04-10 08:24:16,22.92,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0030,2025-04-10 08:30:29,103.06,cash,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0031,2025-04-10 08:34:07,35.46,mada,small_basket,snacks,
MINI-20250410-0032,2025-04-10 08:42:06,175.02,mada,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0033,2025-04-10 08:44:31,23.63,mada,small_basket,snacks,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0034,2025-04-10 08:49:57,16.33,mada,small_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250410-0035,2025-04-10 09:00:22,63.4,cash,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0036,2025-04-10 09:04:54,30.64,cash,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0037,2025-04-10 09:05:41,14.89,credit,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0038,2025-04-10 09:09:54,30.71,credit,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0039,2025-04-10 09:10:57,41.37,cash,small_basket,household,
MINI-20250410-0040,2025-04-10 09:11:06,102.45,cash,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0041,2025-04-10 09:14:07,101.21,cash,medium_basket,personal_care,SEC ELECTRICITY BILL 22190
MINI-20250410-0042,2025-04-10 09:14:16,32.99,mada,small_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250410-0043,2025-04-10 09:16:57,174.25,cash,medium_basket,groceries,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0044,2025-04-10 09:18:48,89.25,mada,medium_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0045,2025-04-10 09:28:57,132.33,cash,medium_basket,groceries,CLEANING SUPPLIES CO 902
MINI-20250410-0046,2025-04-10 09:29:54,38.17,cash,small_basket,groceries,GAZT ZATCA VAT PAYMENT
MINI-20250410-0047,2025-04-10 09:35:14,67.28,mada,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0048,2025-04-10 09:42:19,339.43,mada,large_basket,groceries,CLEANING SUPPLIES CO 902
MINI-20250410-0049,2025-04-10 09:44:35,17.73,mada,small_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0050,2025-04-10 09:45:18,87.57,mada,medium_basket,household,
MINI-20250410-0051,2025-04-10 09:45:44,365.89,mada,large_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0052,2025-04-10 09:45:59,51.84,mada,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0053,2025-04-10 09:58:57,28.67,mada,small_basket,groceries,STC INVOICE 66120
MINI-20250410-0054,2025-04-10 10:05:37,21.65,credit,small_basket,household,STC INVOICE 66120
MINI-20250410-0055,2025-04-10 10:06:49,371.6,mada,large_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0056,2025-04-10 10:07:26,124.84,cash,medium_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250410-0057,2025-04-10 10:10:30,44.39,mada,small_basket,snacks,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0058,2025-04-10 10:14:12,34.62,cash,small_basket,personal_care,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0059,2025-04-10 10:14:50,14.27,cash,small_basket,household,
MINI-20250410-0060,2025-04-10 10:24:01,22.53,mada,small_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0061,2025-04-10 10:28:09,164.14,mada,medium_basket,household,
MINI-20250410-0062,2025-04-10 10:29:27,35.68,cash,small_basket,personal_care,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0063,2025-04-10 10:29:33,287.66,cash,large_basket,beverages,STC INVOICE 66120
MINI-20250410-0064,2025-04-10 10:32:41,121.01,cash,medium_basket,household,مؤسسة العقار للإيجار
MINI-20250410-0065,2025-04-10 10:32:51,322.64,mada,large_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250410-0066,2025-04-10 10:38:50,150.68,cash,medium_basket,beverages,GAZT ZATCA VAT PAYMENT
MINI-20250410-0067,2025-04-10 10:49:35,377.87,mada,large_basket,snacks,شركة أغذية الطازج للتوزيع
MINI-20250410-0068,2025-04-10 10:49:38,258.17,credit,large_basket,household,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0069,2025-04-10 10:50:23,44.2,mada,small_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250410-0070,2025-04-10 10:58:22,156.95,mada,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0071,2025-04-10 10:59:49,17.61,credit,small_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0072,2025-04-10 11:06:21,166.29,mada,medium_basket,personal_care,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0073,2025-04-10 11:15:16,144.09,mada,medium_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250410-0074,2025-04-10 11:24:41,13.57,mada,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0075,2025-04-10 11:25:28,59.64,mada,medium_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0076,2025-04-10 11:25:32,24.59,mada,small_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250410-0077,2025-04-10 11:40:01,36.2,mada,small_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0078,2025-04-10 11:42:25,42.07,mada,small_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250410-0079,2025-04-10 11:43:00,142.87,mada,medium_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0080,2025-04-10 11:45:57,23.74,mada,small_basket,groceries,مؤسسة العقار للإيجار
MINI-20250410-0081,2025-04-10 11:53:09,146.74,mada,medium_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250410-0082,2025-04-10 12:00:09,13.56,cash,small_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250410-0083,2025-04-10 12:03:02,152.23,credit,medium_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0084,2025-04-10 12:06:08,140.07,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0085,2025-04-10 12:17:49,20.12,cash,small_basket,beverages,
MINI-20250410-0086,2025-04-10 12:19:10,114.17,credit,medium_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250410-0087,2025-04-10 12:20:14,85.27,mada,medium_basket,personal_care,شركة أغذية الطازج للتوزيع
MINI-20250410-0088,2025-04-10 12:22:39,409.73,cash,large_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0089,2025-04-10 12:23:28,155.02,cash,medium_basket,snacks,
MINI-20250410-0090,2025-04-10 12:24:09,120.69,credit,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0091,2025-04-10 12:27:16,183.28,cash,large_basket,groceries,STC INVOICE 66120
MINI-20250410-0092,2025-04-10 12:29:07,11.25,mada,small_basket,beverages,GAZT ZATCA VAT PAYMENT
MINI-20250410-0093,2025-04-10 12:32:08,167.89,mada,medium_basket,personal_care,ALMARAI DISTRIBUTION 8832
MINI-20250410-0094,2025-04-10 12:36:29,41.07,cash,small_basket,personal_care,ALMARAI DISTRIBUTION 8832
MINI-20250410-0095,2025-04-10 12:37:23,21.8,mada,small_basket,groceries,CLEANING SUPPLIES CO 902
MINI-20250410-0096,2025-04-10 12:38:18,85.09,mada,medium_basket,beverages,
MINI-20250410-0097,2025-04-10 12:38:40,51.3,cash,medium_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250410-0098,2025-04-10 12:39:13,221.75,mada,large_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0099,2025-04-10 12:39:43,93.93,mada,medium_basket,household,STC INVOICE 66120
MINI-20250410-0100,2025-04-10 12:40:46,123.62,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0101,2025-04-10 12:42:30,49.87,cash,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0102,2025-04-10 12:43:39,266.39,mada,large_basket,personal_care,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0103,2025-04-10 12:48:55,28.15,mada,small_basket,beverages,SEC ELECTRICITY BILL 22190
MINI-20250410-0104,2025-04-10 12:49:05,134.33,mada,medium_basket,groceries,GAZT ZATCA VAT PAYMENT
MINI-20250410-0105,2025-04-10 12:52:06,161.71,cash,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0106,2025-04-10 12:53:09,27.99,mada,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0107,2025-04-10 13:01:06,14.58,mada,small_basket,personal_care,ALMARAI DISTRIBUTION 8832
MINI-20250410-0108,2025-04-10 13:03:54,83.15,cash,medium_basket,groceries,مؤسسة العقار للإيجار
MINI-20250410-0109,2025-04-10 13:08:01,356.57,mada,large_basket,snacks,SEC ELECTRICITY BILL 22190
MINI-20250410-0110,2025-04-10 13:14:05,18.18,mada,small_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250410-0111,2025-04-10 13:16:56,32.1,credit,small_basket,personal_care,STC INVOICE 66120
MINI-20250410-0112,2025-04-10 13:18:19,149.5,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0113,2025-04-10 13:21:26,14.39,cash,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0114,2025-04-10 13:21:39,84.19,mada,medium_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250410-0115,2025-04-10 13:22:51,120.08,mada,medium_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0116,2025-04-10 13:24:47,41.23,mada,small_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250410-0117,2025-04-10 13:27:53,348.24,cash,large_basket,personal_care,NADEC FOODS SUPPLY 2214
MINI-20250410-0118,2025-04-10 13:29:09,110.58,mada,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0119,2025-04-10 13:31:26,26.2,mada,small_basket,beverages,
MINI-20250410-0120,2025-04-10 13:32:25,13.39,cash,small_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250410-0121,2025-04-10 13:38:14,67.88,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0122,2025-04-10 13:39:07,41.78,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0123,2025-04-10 13:42:40,68.12,mada,medium_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250410-0124,2025-04-10 13:43:54,41.1,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0125,2025-04-10 13:46:10,34.89,cash,small_basket,groceries,GAZT ZATCA VAT PAYMENT
MINI-20250410-0126,2025-04-10 13:49:26,32.63,cash,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0127,2025-04-10 14:02:29,106.4,cash,medium_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0128,2025-04-10 14:12:04,38.37,mada,small_basket,groceries,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0129,2025-04-10 14:13:13,40.78,mada,small_basket,groceries,
MINI-20250410-0130,2025-04-10 14:24:56,69.23,cash,medium_basket,household,NADEC FOODS SUPPLY 2214
MINI-20250410-0131,2025-04-10 14:33:17,11.56,mada,small_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0132,2025-04-10 14:33:42,49.95,cash,medium_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0133,2025-04-10 14:36:48,27.56,cash,small_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250410-0134,2025-04-10 14:38:45,30.8,mada,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0135,2025-04-10 14:42:00,41.85,mada,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0136,2025-04-10 14:45:00,35.33,credit,small_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0137,2025-04-10 14:47:22,43.56,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0138,2025-04-10 14:47:56,151.89,mada,medium_basket,beverages,
MINI-20250410-0139,2025-04-10 14:58:02,290.3,cash,large_basket,household,SEC ELECTRICITY BILL 22190
MINI-20250410-0140,2025-04-10 14:58:05,13.88,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0141,2025-04-10 14:58:22,55.4,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0142,2025-04-10 14:58:41,75.91,mada,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0143,2025-04-10 15:01:25,42.37,credit,small_basket,groceries,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0144,2025-04-10 15:04:25,10.02,mada,small_basket,snacks,STC INVOICE 66120
MINI-20250410-0145,2025-04-10 15:08:24,92.9,cash,medium_basket,snacks,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0146,2025-04-10 15:11:00,43.66,cash,small_basket,groceries,
MINI-20250410-0147,2025-04-10 15:11:03,58.8,mada,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0148,2025-04-10 15:11:15,288.11,mada,large_basket,beverages,
MINI-20250410-0149,2025-04-10 15:13:35,28.12,mada,small_basket,household,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0150,2025-04-10 15:14:57,13.49,cash,small_basket,beverages,GAZT ZATCA VAT PAYMENT
MINI-20250410-0151,2025-04-10 15:15:10,31.23,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0152,2025-04-10 15:22:53,16.38,mada,small_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0153,2025-04-10 15:22:53,239.24,credit,large_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0154,2025-04-10 15:26:39,11.72,cash,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0155,2025-04-10 15:28:20,126.06,credit,medium_basket,personal_care,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0156,2025-04-10 15:31:26,321.89,mada,large_basket,beverages,
MINI-20250410-0157,2025-04-10 15:34:51,23.81,mada,small_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0158,2025-04-10 15:45:03,131.92,cash,medium_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0159,2025-04-10 15:47:44,13.64,cash,small_basket,groceries,
MINI-20250410-0160,2025-04-10 15:49:52,292.23,mada,large_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0161,2025-04-10 15:56:05,127.56,cash,medium_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250410-0162,2025-04-10 15:56:57,14.18,mada,small_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0163,2025-04-10 15:59:36,29.51,mada,small_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250410-0164,2025-04-10 16:01:28,27.81,cash,small_basket,groceries,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0165,2025-04-10 16:08:56,272.87,cash,large_basket,household,SADAD BILL PAYMENT 33120
MINI-20250410-0166,2025-04-10 16:25:06,51.47,credit,medium_basket,beverages,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0167,2025-04-10 16:26:17,36.37,cash,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250410-0168,2025-04-10 16:27:30,99.51,cash,medium_basket,groceries,
MINI-20250410-0169,2025-04-10 16:35:19,27.94,cash,small_basket,snacks,
MINI-20250410-0170,2025-04-10 16:37:35,12.96,mada,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0171,2025-04-10 16:37:42,30.66,cash,small_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250410-0172,2025-04-10 16:40:28,237.97,mada,large_basket,groceries,
MINI-20250410-0173,2025-04-10 16:46:28,137.72,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0174,2025-04-10 16:51:34,15.67,cash,small_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250410-0175,2025-04-10 16:59:03,107.93,cash,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0176,2025-04-10 17:04:38,28.99,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0177,2025-04-10 17:07:55,94.44,mada,medium_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0178,2025-04-10 17:08:42,27.74,credit,small_basket,groceries,SADAD BILL PAYMENT 33120
MINI-20250410-0179,2025-04-10 17:13:17,49.13,cash,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0180,2025-04-10 17:13:54,81.41,mada,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0181,2025-04-10 17:17:37,85.38,mada,medium_basket,household,SEC ELECTRICITY BILL 22190
MINI-20250410-0182,2025-04-10 17:17:46,10.13,cash,small_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0183,2025-04-10 17:18:16,59.46,mada,medium_basket,household,CLEANING SUPPLIES CO 902
MINI-20250410-0184,2025-04-10 17:21:58,31.07,mada,small_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0185,2025-04-10 17:22:05,36.25,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0186,2025-04-10 17:28:57,380.73,cash,large_basket,groceries,
MINI-20250410-0187,2025-04-10 17:33:18,120.95,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0188,2025-04-10 17:41:59,43.1,cash,small_basket,household,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0189,2025-04-10 17:42:49,44.13,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0190,2025-04-10 17:43:31,114.24,mada,medium_basket,groceries,STC INVOICE 66120
MINI-20250410-0191,2025-04-10 17:43:44,354.78,mada,large_basket,groceries,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0192,2025-04-10 17:49:06,31.88,mada,small_basket,snacks,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0193,2025-04-10 17:56:44,17.11,mada,small_basket,personal_care,ALMARAI DISTRIBUTION 8832
MINI-20250410-0194,2025-04-10 17:57:25,77.96,mada,medium_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0195,2025-04-10 17:58:16,14.23,credit,small_basket,personal_care,
MINI-20250410-0196,2025-04-10 18:02:04,26.16,credit,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0197,2025-04-10 18:03:33,20.64,mada,small_basket,beverages,GAZT ZATCA VAT PAYMENT
MINI-20250410-0198,2025-04-10 18:04:03,11.42,cash,small_basket,snacks,ALMARAI DISTRIBUTION 8832
MINI-20250410-0199,2025-04-10 18:05:23,39.87,cash,small_basket,beverages,GAZT ZATCA VAT PAYMENT
MINI-20250410-0200,2025-04-10 18:10:29,35.0,credit,small_basket,snacks,شركة أغذية الطازج للتوزيع
MINI-20250410-0201,2025-04-10 18:13:35,21.14,cash,small_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250410-0202,2025-04-10 18:20:28,317.5,mada,large_basket,groceries,STC INVOICE 66120
MINI-20250410-0203,2025-04-10 18:23:53,61.83,credit,medium_basket,beverages,
MINI-20250410-0204,2025-04-10 18:25:38,151.96,cash,medium_basket,household,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0205,2025-04-10 18:29:08,22.43,cash,small_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0206,2025-04-10 18:31:52,26.25,mada,small_basket,household,شركة أغذية الطازج للتوزيع
MINI-20250410-0207,2025-04-10 18:33:39,151.23,mada,medium_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250410-0208,2025-04-10 18:35:35,40.2,mada,small_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250410-0209,2025-04-10 18:39:10,33.09,cash,small_basket,beverages,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0210,2025-04-10 18:43:02,67.78,cash,medium_basket,groceries,SEC ELECTRICITY BILL 22190
MINI-20250410-0211,2025-04-10 18:50:18,166.42,mada,medium_basket,beverages,SADAD BILL PAYMENT 33120
MINI-20250410-0212,2025-04-10 18:53:46,41.62,mada,small_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0213,2025-04-10 18:58:40,118.33,cash,medium_basket,personal_care,SEC ELECTRICITY BILL 22190
MINI-20250410-0214,2025-04-10 18:59:07,204.44,mada,large_basket,snacks,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0215,2025-04-10 18:59:45,289.79,mada,large_basket,beverages,CLEANING SUPPLIES CO 902
MINI-20250410-0216,2025-04-10 19:03:56,149.06,mada,medium_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0217,2025-04-10 19:08:53,9.73,mada,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0218,2025-04-10 19:18:20,23.66,mada,small_basket,personal_care,مؤسسة العقار للإيجار
MINI-20250410-0219,2025-04-10 19:18:41,150.79,cash,medium_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250410-0220,2025-04-10 19:21:12,10.15,credit,small_basket,beverages,NADEC FOODS SUPPLY 2214
MINI-20250410-0221,2025-04-10 19:22:47,13.91,cash,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0222,2025-04-10 19:29:13,32.7,credit,small_basket,groceries,NADEC FOODS SUPPLY 2214
MINI-20250410-0223,2025-04-10 19:36:31,44.85,mada,small_basket,groceries,
MINI-20250410-0224,2025-04-10 19:40:15,26.79,mada,small_basket,household,NADEC FOODS SUPPLY 2214
MINI-20250410-0225,2025-04-10 19:43:11,123.41,cash,medium_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0226,2025-04-10 19:46:24,54.77,mada,medium_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0227,2025-04-10 19:54:28,137.33,credit,medium_basket,beverages,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0228,2025-04-10 19:54:41,44.63,mada,small_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0229,2025-04-10 19:55:28,124.68,cash,medium_basket,snacks,STC INVOICE 66120
MINI-20250410-0230,2025-04-10 19:56:23,9.28,credit,small_basket,groceries,مؤسسة العقار للإيجار
MINI-20250410-0231,2025-04-10 19:57:49,72.54,cash,medium_basket,snacks,GAZT ZATCA VAT PAYMENT
MINI-20250410-0232,2025-04-10 20:01:59,13.45,credit,small_basket,personal_care,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0233,2025-04-10 20:03:01,14.74,mada,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250410-0234,2025-04-10 20:05:21,34.79,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0235,2025-04-10 20:07:24,53.74,mada,medium_basket,personal_care,
MINI-20250410-0236,2025-04-10 20:12:12,32.7,cash,small_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250410-0237,2025-04-10 20:14:22,23.43,cash,small_basket,snacks,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0238,2025-04-10 20:16:32,126.99,mada,medium_basket,groceries,ALMARAI DISTRIBUTION 8832
MINI-20250410-0239,2025-04-10 20:18:06,134.7,mada,medium_basket,snacks,شركة أغذية الطازج للتوزيع
MINI-20250410-0240,2025-04-10 20:21:02,361.31,mada,large_basket,groceries,شركة أغذية الطازج للتوزيع
MINI-20250410-0241,2025-04-10 20:25:49,299.74,cash,large_basket,snacks,شركة أغذية الطازج للتوزيع
MINI-20250410-0242,2025-04-10 20:26:50,32.17,mada,small_basket,household,SADAD BILL PAYMENT 33120
MINI-20250410-0243,2025-04-10 20:30:01,32.81,mada,small_basket,beverages,ALMARAI DISTRIBUTION 8832
MINI-20250410-0244,2025-04-10 20:31:10,110.28,cash,medium_basket,personal_care,شركة أغذية الطازج للتوزيع
MINI-20250410-0245,2025-04-10 20:32:15,130.27,credit,medium_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0246,2025-04-10 20:37:15,10.19,cash,small_basket,groceries,
MINI-20250410-0247,2025-04-10 20:39:26,9.85,cash,small_basket,snacks,SADAD BILL PAYMENT 33120
MINI-20250410-0248,2025-04-10 20:40:56,37.78,mada,small_basket,household,
MINI-20250410-0249,2025-04-10 20:41:39,17.57,mada,small_basket,groceries,CLEANING SUPPLIES CO 902
MINI-20250410-0250,2025-04-10 20:43:31,33.86,mada,small_basket,snacks,NADEC FOODS SUPPLY 2214
MINI-20250410-0251,2025-04-10 20:45:43,93.16,cash,medium_basket,household,ALMARAI DISTRIBUTION 8832
MINI-20250410-0252,2025-04-10 20:47:28,128.46,credit,medium_basket,snacks,COCA COLA BOTTLING RIYADH 771
MINI-20250410-0253,2025-04-10 20:49:08,419.01,cash,large_basket,beverages,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0254,2025-04-10 20:50:20,36.55,credit,small_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0255,2025-04-10 20:51:00,409.41,mada,large_basket,household,STC INVOICE 66120
MINI-20250410-0256,2025-04-10 20:51:03,409.95,mada,large_basket,snacks,POS PURCHASE 8891 AL NASEEM
MINI-20250410-0257,2025-04-10 21:01:02,10.68,mada,small_basket,beverages,شركة أغذية الطازج للتوزيع
MINI-20250410-0258,2025-04-10 21:06:31,81.06,mada,medium_basket,groceries,PANDA RETAIL WHOLESALE 5521
MINI-20250410-0259,2025-04-10 21:07:55,41.38,cash,small_basket,household,SADAD BILL PAYMENT 33120
MINI-20250410-0260,2025-04-10 21:12:17,13.41,cash,small_basket,snacks,ALMARAI DISTRIBUTION 8832
