transaction_id,timestamp,amount_sar,payment_method,item_category,staff_id,counterparty_raw
CAFE-20250427-0053,2025-04-27 13:04:36,40.86,credit,food_items,STF05,ALMARAI DAIRY POS 8837
CAFE-20250427-0054,2025-04-27 13:07:08,32.87,credit,food_items,STF03,شركة المخابز الطازجة
CAFE-20250427-0055,2025-04-27 13:18:01,27.42,mada,food_items,STF06,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250427-0056,2025-04-27 13:19:14,39.17,mada,combo_meals,STF02,SADAD BILL PAYMENT 8827162
CAFE-20250427-0057,2025-04-27 13:26:31,42.37,cash,specialty_drinks,STF04,AL OTHAIM PACKAGING 552
CAFE-20250427-0058,2025-04-27 13:34:56,18.3,cash,coffee_drinks,STF01,
CAFE-20250427-0059,2025-04-27 13:44:05,40.81,mada,specialty_drinks,STF06,SADAD BILL PAYMENT 8827162
CAFE-20250427-0060,2025-04-27 13:44:35,72.19,mada,combo_meals,STF06,شركة المخابز الطازجة
CAFE-20250427-0061,2025-04-27 13:50:36,22.48,mada,coffee_drinks,STF01,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250427-0062,2025-04-27 13:56:10,44.33,mada,specialty_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250427-0063,2025-04-27 13:56:57,21.07,credit,coffee_drinks,STF04,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0064,2025-04-27 14:22:36,25.64,credit,coffee_drinks,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0065,2025-04-27 14:23:01,13.88,mada,coffee_drinks,STF03,TAMIMI MARKETS RIYADH 03421
CAFE-20250427-0066,2025-04-27 14:36:22,38.4,mada,food_items,STF01,TAMIMI MARKETS RIYADH 03421
CAFE-20250427-0067,2025-04-27 14:43:55,28.83,credit,food_items,STF06,ALMARAI DAIRY POS 8837
CAFE-20250427-0068,2025-04-27 14:52:08,23.85,mada,specialty_drinks,STF06,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250427-0069,2025-04-27 14:52:27,50.33,cash,combo_meals,STF02,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250427-0070,2025-04-27 14:58:43,44.31,mada,specialty_drinks,STF02,AL OTHAIM PACKAGING 552
CAFE-20250427-0071,2025-04-27 15:10:21,15.14,mada,coffee_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0072,2025-04-27 15:26:29,28.82,mada,food_items,STF01,
CAFE-20250427-0073,2025-04-27 15:26:36,25.44,mada,specialty_drinks,STF06,SEC ELECTRICITY BILL 22981
CAFE-20250427-0074,2025-04-27 15:43:13,56.99,credit,combo_meals,STF05,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250427-0075,2025-04-27 16:24:01,19.2,mada,coffee_drinks,STF02,شركة المخابز الطازجة
CAFE-20250427-0076,2025-04-27 16:29:33,19.27,mada,coffee_drinks,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250427-0077,2025-04-27 16:34:54,19.71,mada,coffee_drinks,STF01,مؤسسة النخيل للعقار
CAFE-20250427-0078,2025-04-27 16:35:36,12.47,cash,coffee_drinks,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0079,2025-04-27 16:38:58,26.37,cash,coffee_drinks,STF02,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0080,2025-04-27 16:39:32,51.98,mada,food_items,STF03,
CAFE-20250427-0081,2025-04-27 16:42:36,15.92,mada,coffee_drinks,STF01,شركة المخابز الطازجة
CAFE-20250427-0082,2025-04-27 16:46:47,25.17,cash,food_items,STF03,TAMIMI MARKETS RIYADH 03421
CAFE-20250427-0083,2025-04-27 17:00:34,61.64,mada,combo_meals,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250427-0084,2025-04-27 17:02:03,70.48,mada,combo_meals,STF04,
CAFE-20250427-0085,2025-04-27 17:07:47,22.62,credit,coffee_drinks,STF06,SEC ELECTRICITY BILL 22981
CAFE-20250427-0086,2025-04-27 17:17:12,33.71,mada,food_items,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250427-0087,2025-04-27 17:38:20,49.33,credit,combo_meals,STF06,STC INVOICE 44710
CAFE-20250427-0088,2025-04-27 17:46:13,67.6,mada,combo_meals,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0089,2025-04-27 18:02:28,14.35,cash,coffee_drinks,STF05,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250427-0090,2025-04-27 18:07:20,21.68,mada,coffee_drinks,STF02,STC INVOICE 44710
CAFE-20250427-0091,2025-04-27 18:09:10,60.18,mada,combo_meals,STF04,ALMARAI DAIRY POS 8837
CAFE-20250427-0092,2025-04-27 18:11:24,22.37,cash,coffee_drinks,STF02,شركة المخابز الطازجة
CAFE-20250427-0093,2025-04-27 18:17:45,23.74,mada,coffee_drinks,STF02,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0094,2025-04-27 18:25:06,56.99,mada,combo_meals,STF03,
CAFE-20250427-0095,2025-04-27 18:43:46,34.98,credit,food_items,STF04,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0096,2025-04-27 18:58:29,17.19,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250427-0097,2025-04-27 19:11:09,22.18,mada,coffee_drinks,STF04,شركة المخابز الطازجة
CAFE-20250427-0098,2025-04-27 19:38:34,22.01,mada,specialty_drinks,STF02,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250427-0099,2025-04-27 19:42:29,24.9,cash,specialty_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250427-0100,2025-04-27 20:13:51,46.41,mada,food_items,STF05,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250427-0101,2025-04-27 20:40:43,17.16,credit,coffee_drinks,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250427-0102,2025-04-27 20:59:30,16.97,mada,coffee_drinks,STF05,شركة المخابز الطازجة
CAFE-20250428-0001,2025-04-28 06:12:57,31.43,credit,food_items,STF02,ALMARAI DAIRY POS 8837
CAFE-20250428-0002,2025-04-28 07:00:22,42.09,mada,food_items,STF06,TAMIMI MARKETS RIYADH 03421
CAFE-20250428-0003,2025-04-28 07:03:13,27.81,credit,coffee_drinks,STF01,شركة المخابز الطازجة
CAFE-20250428-0004,2025-04-28 07:05:23,22.98,mada,specialty_drinks,STF02,ALMARAI DAIRY POS 8837
CAFE-20250428-0005,2025-04-28 07:13:45,22.4,mada,coffee_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0006,2025-04-28 07:57:26,40.36,mada,specialty_drinks,STF05,SEC ELECTRICITY BILL 22981
CAFE-20250428-0007,2025-04-28 08:10:54,52.59,mada,combo_meals,STF04,AL OTHAIM PACKAGING 552
CAFE-20250428-0008,2025-04-28 08:24:25,73.41,credit,combo_meals,STF06,SADAD BILL PAYMENT 8827162
CAFE-20250428-0009,2025-04-28 08:29:30,17.32,mada,coffee_drinks,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0010,2025-04-28 08:33:45,22.38,mada,coffee_drinks,STF04,ALMARAI DAIRY POS 8837
CAFE-20250428-0011,2025-04-28 08:33:49,27.79,mada,coffee_drinks,STF05,SEC ELECTRICITY BILL 22981
CAFE-20250428-0012,2025-04-28 08:37:53,19.26,cash,coffee_drinks,STF05,GAZT ZATCA VAT PAYMENT
CAFE-20250428-0013,2025-04-28 08:51:42,47.67,mada,combo_meals,STF05,شركة المخابز الطازجة
CAFE-20250428-0014,2025-04-28 08:57:44,48.45,credit,combo_meals,STF06,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250428-0015,2025-04-28 08:59:42,33.48,mada,food_items,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0016,2025-04-28 09:23:50,24.48,mada,coffee_drinks,STF06,SADAD BILL PAYMENT 8827162
CAFE-20250428-0017,2025-04-28 09:43:37,22.73,mada,coffee_drinks,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0018,2025-04-28 09:49:57,13.99,mada,coffee_drinks,STF04,شركة المخابز الطازجة
CAFE-20250428-0019,2025-04-28 09:55:23,72.84,mada,combo_meals,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0020,2025-04-28 10:18:00,21.92,mada,coffee_drinks,STF04,SEC ELECTRICITY BILL 22981
CAFE-20250428-0021,2025-04-28 10:27:42,13.11,mada,coffee_drinks,STF01,مؤسسة النخيل للعقار
CAFE-20250428-0022,2025-04-28 10:31:41,39.55,mada,specialty_drinks,STF02,SADAD BILL PAYMENT 8827162
CAFE-20250428-0023,2025-04-28 11:14:31,25.79,mada,coffee_drinks,STF03,
CAFE-20250428-0024,2025-04-28 11:23:39,21.65,mada,coffee_drinks,STF06,شركة المخابز الطازجة
CAFE-20250428-0025,2025-04-28 11:26:38,38.49,mada,food_items,STF01,ALMARAI DAIRY POS 8837
CAFE-20250428-0026,2025-04-28 12:00:04,12.38,mada,coffee_drinks,STF02,SADAD BILL PAYMENT 8827162
CAFE-20250428-0027,2025-04-28 12:09:55,52.44,credit,food_items,STF04,
CAFE-20250428-0028,2025-04-28 12:27:41,37.44,mada,food_items,STF06,مؤسسة النخيل للعقار
CAFE-20250428-0029,2025-04-28 12:35:06,63.29,mada,combo_meals,STF01,SEC ELECTRICITY BILL 22981
CAFE-20250428-0030,2025-04-28 12:35:55,20.65,cash,coffee_drinks,STF02,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250428-0031,2025-04-28 12:36:49,37.74,cash,food_items,STF02,شركة المخابز الطازجة
CAFE-20250428-0032,2025-04-28 12:43:01,34.84,mada,specialty_drinks,STF01,ALMARAI DAIRY POS 8837
CAFE-20250428-0033,2025-04-28 12:44:34,25.75,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250428-0034,2025-04-28 12:58:25,65.72,mada,combo_meals,STF05,STC INVOICE 44710
CAFE-20250428-0035,2025-04-28 13:08:35,15.75,credit,coffee_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0036,2025-04-28 13:13:13,20.62,mada,coffee_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0037,2025-04-28 13:16:35,17.33,cash,coffee_drinks,STF01,GAZT ZATCA VAT PAYMENT
CAFE-20250428-0038,2025-04-28 13:18:29,25.95,mada,coffee_drinks,STF03,SEC ELECTRICITY BILL 22981
CAFE-20250428-0039,2025-04-28 13:18:50,17.33,mada,coffee_drinks,STF06,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250428-0040,2025-04-28 13:23:38,22.58,mada,coffee_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0041,2025-04-28 13:24:03,15.43,credit,coffee_drinks,STF01,ALMARAI DAIRY POS 8837
CAFE-20250428-0042,2025-04-28 13:32:54,18.74,cash,coffee_drinks,STF03,SADAD BILL PAYMENT 8827162
CAFE-20250428-0043,2025-04-28 13:35:58,21.4,mada,coffee_drinks,STF04,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0044,2025-04-28 13:39:39,51.95,cash,combo_meals,STF05,STC INVOICE 44710
CAFE-20250428-0045,2025-04-28 13:47:39,23.4,mada,coffee_drinks,STF03,SADAD BILL PAYMENT 8827162
CAFE-20250428-0046,2025-04-28 13:51:13,27.8,mada,coffee_drinks,STF03,شركة المخابز الطازجة
CAFE-20250428-0047,2025-04-28 13:58:06,29.38,credit,specialty_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0048,2025-04-28 14:19:30,45.93,mada,food_items,STF03,SEC ELECTRICITY BILL 22981
CAFE-20250428-0049,2025-04-28 14:19:58,26.56,mada,coffee_drinks,STF06,
CAFE-20250428-0050,2025-04-28 14:22:03,49.28,mada,food_items,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0051,2025-04-28 14:22:32,27.02,cash,coffee_drinks,STF02,شركة المخابز الطازجة
CAFE-20250428-0052,2025-04-28 14:30:42,17.98,mada,coffee_drinks,STF02,شركة المخابز الطازجة
CAFE-20250428-0053,2025-04-28 14:35:15,23.05,credit,specialty_drinks,STF02,AL OTHAIM PACKAGING 552
CAFE-20250428-0054,2025-04-28 14:42:00,21.04,mada,coffee_drinks,STF05,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250428-0055,2025-04-28 14:51:33,48.86,mada,food_items,STF02,مؤسسة النخيل للعقار
CAFE-20250428-0056,2025-04-28 15:00:25,65.06,mada,combo_meals,STF04,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0057,2025-04-28 15:00:43,26.42,mada,coffee_drinks,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250428-0058,2025-04-28 15:40:32,29.02,credit,specialty_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250428-0059,2025-04-28 15:48:48,13.23,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250428-0060,2025-04-28 16:11:52,24.16,credit,coffee_drinks,STF04,TAMIMI MARKETS RIYADH 03421
CAFE-20250428-0061,2025-04-28 16:23:07,26.43,mada,food_items,STF05,
CAFE-20250428-0062,2025-04-28 16:33:48,23.01,mada,coffee_drinks,STF01,SEC ELECTRICITY BILL 22981
CAFE-20250428-0063,2025-04-28 17:12:28,21.98,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250428-0064,2025-04-28 17:13:24,52.48,mada,food_items,STF02,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250428-0065,2025-04-28 17:19:32,48.93,mada,combo_meals,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0066,2025-04-28 17:19:58,69.63,mada,combo_meals,STF02,ALMARAI DAIRY POS 8837
CAFE-20250428-0067,2025-04-28 17:24:11,41.99,credit,combo_meals,STF03,شركة المخابز الطازجة
CAFE-20250428-0068,2025-04-28 17:25:33,24.9,mada,coffee_drinks,STF04,
CAFE-20250428-0069,2025-04-28 18:12:13,26.08,mada,specialty_drinks,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250428-0070,2025-04-28 18:20:31,15.62,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250428-0071,2025-04-28 18:49:38,13.78,credit,coffee_drinks,STF02,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250428-0072,2025-04-28 18:53:11,19.54,mada,food_items,STF02,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0001,2025-04-29 05:04:48,21.33,cash,coffee_drinks,STF01,شركة المخابز الطازجة
CAFE-20250429-0002,2025-04-29 05:46:27,28.22,credit,food_items,STF04,SEC ELECTRICITY BILL 22981
CAFE-20250429-0003,2025-04-29 07:10:10,52.5,credit,food_items,STF01,ALMARAI DAIRY POS 8837
CAFE-20250429-0004,2025-04-29 07:13:37,49.27,mada,food_items,STF01,
CAFE-20250429-0005,2025-04-29 07:16:31,28.12,mada,food_items,STF03,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250429-0006,2025-04-29 07:24:57,18.57,mada,coffee_drinks,STF05,شركة المخابز الطازجة
CAFE-20250429-0007,2025-04-29 07:31:34,31.45,credit,specialty_drinks,STF02,
CAFE-20250429-0008,2025-04-29 07:33:02,36.31,credit,specialty_drinks,STF06,ALMARAI DAIRY POS 8837
CAFE-20250429-0009,2025-04-29 07:41:09,60.41,credit,combo_meals,STF01,
CAFE-20250429-0010,2025-04-29 07:41:17,21.77,cash,coffee_drinks,STF02,SEC ELECTRICITY BILL 22981
CAFE-20250429-0011,2025-04-29 07:47:47,24.24,credit,coffee_drinks,STF04,
CAFE-20250429-0012,2025-04-29 07:55:38,73.78,cash,combo_meals,STF05,SADAD BILL PAYMENT 8827162
CAFE-20250429-0013,2025-04-29 08:04:38,67.81,mada,combo_meals,STF05,AL OTHAIM PACKAGING 552
CAFE-20250429-0014,2025-04-29 08:06:16,13.11,mada,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250429-0015,2025-04-29 08:13:20,35.1,mada,combo_meals,STF02,ALMARAI DAIRY POS 8837
CAFE-20250429-0016,2025-04-29 08:15:35,20.94,mada,food_items,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250429-0017,2025-04-29 08:28:03,20.88,credit,coffee_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0018,2025-04-29 08:28:53,33.23,mada,food_items,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0019,2025-04-29 08:34:10,14.85,mada,coffee_drinks,STF06,شركة المخابز الطازجة
CAFE-20250429-0020,2025-04-29 08:35:10,64.72,mada,combo_meals,STF03,شركة المخابز الطازجة
CAFE-20250429-0021,2025-04-29 08:39:24,23.42,mada,coffee_drinks,STF04,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250429-0022,2025-04-29 08:48:23,43.46,mada,combo_meals,STF01,
CAFE-20250429-0023,2025-04-29 08:55:55,66.87,mada,combo_meals,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0024,2025-04-29 09:03:04,70.15,mada,combo_meals,STF01,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250429-0025,2025-04-29 09:10:15,15.6,mada,coffee_drinks,STF03,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0026,2025-04-29 09:16:00,42.01,mada,food_items,STF05,مؤسسة النخيل للعقار
CAFE-20250429-0027,2025-04-29 09:51:12,47.05,credit,combo_meals,STF02,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0028,2025-04-29 09:54:31,63.43,mada,combo_meals,STF05,ALMARAI DAIRY POS 8837
CAFE-20250429-0029,2025-04-29 09:56:25,36.02,mada,specialty_drinks,STF06,GAZT ZATCA VAT PAYMENT
CAFE-20250429-0030,2025-04-29 10:08:29,31.38,mada,specialty_drinks,STF06,MADA PURCHASE CLEANING SUPPLIES 771
CAFE-20250429-0031,2025-04-29 10:09:31,23.47,mada,food_items,STF02,SEC ELECTRICITY BILL 22981
CAFE-20250429-0032,2025-04-29 10:17:34,74.39,mada,combo_meals,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250429-0033,2025-04-29 10:40:49,74.58,mada,combo_meals,STF02,SADAD BILL PAYMENT 8827162
CAFE-20250429-0034,2025-04-29 10:49:55,44.17,mada,specialty_drinks,STF04,ALMARAI DAIRY POS 8837
CAFE-20250429-0035,2025-04-29 10:53:17,42.9,credit,specialty_drinks,STF05,AL OTHAIM PACKAGING 552
CAFE-20250429-0036,2025-04-29 11:00:56,43.13,cash,food_items,STF03,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250429-0037,2025-04-29 11:07:20,54.13,mada,food_items,STF05,
CAFE-20250429-0038,2025-04-29 12:02:41,29.44,mada,specialty_drinks,STF05,SEC ELECTRICITY BILL 22981
CAFE-20250429-0039,2025-04-29 12:03:57,24.22,mada,coffee_drinks,STF03,STC INVOICE 44710
CAFE-20250429-0040,2025-04-29 12:08:43,20.41,mada,coffee_drinks,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0041,2025-04-29 12:08:57,37.03,mada,combo_meals,STF01,SEC ELECTRICITY BILL 22981
CAFE-20250429-0042,2025-04-29 12:11:44,32.01,mada,specialty_drinks,STF05,SADAD BILL PAYMENT 8827162
CAFE-20250429-0043,2025-04-29 12:16:16,45.35,cash,food_items,STF06,GAZT ZATCA VAT PAYMENT
CAFE-20250429-0044,2025-04-29 12:20:09,20.81,cash,coffee_drinks,STF05,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250429-0045,2025-04-29 12:28:15,27.09,mada,coffee_drinks,STF03,شركة المخابز الطازجة
CAFE-20250429-0046,2025-04-29 12:37:09,19.75,cash,food_items,STF05,ALMARAI DAIRY POS 8837
CAFE-20250429-0047,2025-04-29 13:13:09,49.72,mada,food_items,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0048,2025-04-29 13:15:28,26.15,mada,coffee_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0049,2025-04-29 13:20:03,57.98,mada,combo_meals,STF05,STC INVOICE 44710
CAFE-20250429-0050,2025-04-29 13:21:56,58.75,mada,combo_meals,STF06,TAMIMI MARKETS RIYADH 03421
CAFE-20250429-0051,2025-04-29 13:22:26,32.68,mada,specialty_drinks,STF06,
CAFE-20250429-0052,2025-04-29 13:26:42,48.23,mada,combo_meals,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0053,2025-04-29 13:28:18,12.32,mada,coffee_drinks,STF04,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0054,2025-04-29 13:29:54,58.43,mada,combo_meals,STF05,
CAFE-20250429-0055,2025-04-29 13:33:47,44.23,credit,food_items,STF03,مؤسسة النخيل للعقار
CAFE-20250429-0056,2025-04-29 13:44:01,44.62,mada,combo_meals,STF04,ALMARAI DAIRY POS 8837
CAFE-20250429-0057,2025-04-29 13:52:47,39.28,mada,specialty_drinks,STF06,شركة المخابز الطازجة
CAFE-20250429-0058,2025-04-29 13:58:25,48.0,credit,food_items,STF02,
CAFE-20250429-0059,2025-04-29 14:06:50,38.48,mada,specialty_drinks,STF02,SEC ELECTRICITY BILL 22981
CAFE-20250429-0060,2025-04-29 14:09:48,33.58,mada,food_items,STF04,STC INVOICE 44710
CAFE-20250429-0061,2025-04-29 14:25:29,35.54,cash,specialty_drinks,STF04,ALMARAI DAIRY POS 8837
CAFE-20250429-0062,2025-04-29 14:25:34,42.0,cash,food_items,STF04,TAMIMI MARKETS RIYADH 03421
CAFE-20250429-0063,2025-04-29 14:33:38,63.3,mada,combo_meals,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0064,2025-04-29 14:35:00,43.33,mada,food_items,STF04,SADAD BILL PAYMENT 8827162
CAFE-20250429-0065,2025-04-29 14:38:55,35.1,mada,specialty_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0066,2025-04-29 14:43:29,41.14,credit,combo_meals,STF06,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0067,2025-04-29 14:46:41,19.42,credit,food_items,STF05,STC INVOICE 44710
CAFE-20250429-0068,2025-04-29 14:50:19,27.52,cash,coffee_drinks,STF01,ALMARAI DAIRY POS 8837
CAFE-20250429-0069,2025-04-29 14:50:19,20.51,mada,coffee_drinks,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0070,2025-04-29 14:51:32,26.94,mada,specialty_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0071,2025-04-29 16:08:00,47.83,mada,food_items,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0072,2025-04-29 16:26:06,46.9,mada,combo_meals,STF06,STC INVOICE 44710
CAFE-20250429-0073,2025-04-29 16:32:25,23.36,mada,coffee_drinks,STF02,SEC ELECTRICITY BILL 22981
CAFE-20250429-0074,2025-04-29 16:38:53,18.03,mada,food_items,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250429-0075,2025-04-29 16:41:31,14.66,mada,coffee_drinks,STF05,AL OTHAIM PACKAGING 552
CAFE-20250429-0076,2025-04-29 16:54:24,41.26,cash,combo_meals,STF05,TAMIMI MARKETS RIYADH 03421
CAFE-20250429-0077,2025-04-29 17:05:53,63.16,mada,combo_meals,STF03,شركة المخابز الطازجة
CAFE-20250429-0078,2025-04-29 17:30:46,26.27,mada,specialty_drinks,STF01,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250429-0079,2025-04-29 17:36:39,18.66,credit,food_items,STF02,GAZT ZATCA VAT PAYMENT
CAFE-20250429-0080,2025-04-29 17:44:17,34.38,mada,food_items,STF02,
CAFE-20250429-0081,2025-04-29 17:57:14,17.52,mada,coffee_drinks,STF02,TAMIMI MARKETS RIYADH 03421
CAFE-20250429-0082,2025-04-29 18:16:45,20.86,mada,coffee_drinks,STF06,مؤسسة النخيل للعقار
CAFE-20250429-0083,2025-04-29 18:30:57,21.36,cash,coffee_drinks,STF01,شركة المخابز الطازجة
CAFE-20250429-0084,2025-04-29 18:37:39,35.02,mada,combo_meals,STF03,ALMARAI DAIRY POS 8837
CAFE-20250429-0085,2025-04-29 18:46:22,32.14,mada,specialty_drinks,STF06,ALMARAI DAIRY POS 8837
CAFE-20250429-0086,2025-04-29 18:48:50,36.74,mada,specialty_drinks,STF03,شركة المخابز الطازجة
CAFE-20250429-0087,2025-04-29 19:13:47,27.63,mada,food_items,STF04,ALMARAI DAIRY POS 8837
CAFE-20250429-0088,2025-04-29 19:25:56,53.73,mada,combo_meals,STF04,STC INVOICE 44710
CAFE-20250429-0089,2025-04-29 19:50:09,61.32,credit,combo_meals,STF02,شركة المخابز الطازجة
CAFE-20250429-0090,2025-04-29 20:08:03,26.84,cash,coffee_drinks,STF06,SEC ELECTRICITY BILL 22981
CAFE-20250429-0091,2025-04-29 20:30:45,18.84,cash,coffee_drinks,STF02,ALMARAI DAIRY POS 8837
CAFE-20250430-0001,2025-04-30 05:19:02,29.81,mada,food_items,STF05,SEC ELECTRICITY BILL 22981
CAFE-20250430-0002,2025-04-30 06:16:39,13.41,mada,coffee_drinks,STF05,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250430-0003,2025-04-30 07:00:16,58.33,mada,combo_meals,STF01,ALMARAI DAIRY POS 8837
CAFE-20250430-0004,2025-04-30 07:33:56,46.07,cash,combo_meals,STF05,شركة المخابز الطازجة
CAFE-20250430-0005,2025-04-30 07:34:18,16.05,mada,coffee_drinks,STF01,ALMARAI DAIRY POS 8837
CAFE-20250430-0006,2025-04-30 07:38:16,20.7,mada,coffee_drinks,STF06,ALMARAI DAIRY POS 8837
CAFE-20250430-0007,2025-04-30 07:44:35,48.34,credit,food_items,STF05,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250430-0008,2025-04-30 07:48:36,16.01,mada,coffee_drinks,STF01,SAUDI COFFEE WHOLESALE CO 4421
CAFE-20250430-0009,2025-04-30 07:49:50,20.95,cash,food_items,STF06,SADAD BILL PAYMENT 8827162
CAFE-20250430-0010,2025-04-30 07:52:35,17.76,mada,coffee_drinks,STF05,SADAD BILL PAYMENT 8827162
CAFE-20250430-0011,2025-04-30 07:54:06,18.48,cash,food_items,STF05,SADAD BILL PAYMENT 8827162
CAFE-20250430-0012,2025-04-30 08:03:50,47.86,mada,food_items,STF06,SEC ELECTRICITY BILL 22981
CAFE-20250430-0013,2025-04-30 08:05:32,22.27,credit,food_items,STF03,شركة المخابز الطازجة
CAFE-20250430-0014,2025-04-30 08:18:02,25.72,credit,coffee_drinks,STF05,ALMARAI DAIRY POS 8837
CAFE-20250430-0015,2025-04-30 08:18:21,43.12,credit,food_items,STF06,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250430-0016,2025-04-30 08:20:02,36.03,mada,combo_meals,STF02,GAZT ZATCA VAT PAYMENT
CAFE-20250430-0017,2025-04-30 08:20:51,24.38,mada,specialty_drinks,STF03,SADAD BILL PAYMENT 8827162
CAFE-20250430-0018,2025-04-30 08:26:30,14.44,credit,coffee_drinks,STF05,POS PURCHASE 8271 AL OLAYA RIYADH
CAFE-20250430-0019,2025-04-30 08:28:06,22.64,credit,specialty_drinks,STF03,GAZT ZATCA VAT PAYMENT
CAFE-20250430-0020,2025-04-30 08:28:09,30.68,mada,specialty_drinks,STF03,TAMIMI MARKETS RIYADH 03421
CAFE-20250430-0021,2025-04-30 08:29:35,18.99,cash,food_items,STF04,
