transaction_id,timestamp,amount_sar,payment_method,machine_id,cycle_type
TXN-20250606-0046,2025-06-06 16:09:37,18.57,cash,M05,quick_wash
TXN-20250606-0047,2025-06-06 16:38:20,36.97,mada,M08,standard
TXN-20250606-0048,2025-06-06 17:03:46,53.0,mada,M06,heavy_duty
TXN-20250606-0049,2025-06-06 17:22:23,47.92,credit,M03,heavy_duty
TXN-20250606-0050,2025-06-06 17:43:12,44.22,mada,M04,heavy_duty
TXN-20250606-0051,2025-06-06 17:44:19,16.84,credit,M04,quick_wash
TXN-20250606-0052,2025-06-06 17:51:26,47.83,cash,M06,heavy_duty
TXN-20250606-0053,2025-06-06 17:55:18,23.82,cash,M06,quick_wash
TXN-20250606-0054,2025-06-06 17:55:23,39.83,mada,M05,standard
TXN-20250606-0055,2025-06-06 17:56:19,34.52,mada,M06,standard
TXN-20250606-0056,2025-06-06 18:10:21,95.93,mada,M05,dry_clean
TXN-20250606-0057,2025-06-06 18:12:08,32.91,cash,M02,standard
TXN-20250606-0058,2025-06-06 18:20:45,18.79,credit,M04,quick_wash
TXN-20250606-0059,2025-06-06 18:29:38,60.48,mada,M03,heavy_duty
TXN-20250606-0060,2025-06-06 18:46:07,64.7,credit,M04,heavy_duty
TXN-20250606-0061,2025-06-06 18:49:30,30.37,mada,M03,standard
TXN-20250606-0062,2025-06-06 19:00:03,53.14,mada,M04,heavy_duty
TXN-20250606-0063,2025-06-06 19:06:22,42.52,mada,M04,heavy_duty
TXN-20250606-0064,2025-06-06 19:12:20,101.78,mada,M03,dry_clean
TXN-20250606-0065,2025-06-06 19:24:09,34.31,mada,M05,standard
TXN-20250606-0066,2025-06-06 19:25:36,61.09,mada,M01,heavy_duty
TXN-20250606-0067,2025-06-06 19:31:29,21.76,mada,M08,quick_wash
TXN-20250606-0068,2025-06-06 19:33:52,21.82,mada,M04,quick_wash
TXN-20250606-0069,2025-06-06 19:36:57,23.37,mada,M07,quick_wash
TXN-20250606-0070,2025-06-06 19:45:03,38.0,mada,M07,standard
TXN-20250606-0071,2025-06-06 19:51:35,15.33,mada,M06,quick_wash
TXN-20250606-0072,2025-06-06 19:53:18,62.59,mada,M01,heavy_duty
TXN-20250606-0073,2025-06-06 20:20:43,56.62,mada,M01,heavy_duty
TXN-20250606-0074,2025-06-06 20:27:28,40.0,mada,M02,heavy_duty
TXN-20250606-0075,2025-06-06 20:59:56,31.91,credit,M08,standard
TXN-20250606-0076,2025-06-06 21:01:28,19.13,cash,M03,quick_wash
TXN-20250606-0077,2025-06-06 21:07:45,25.63,cash,M02,standard
TXN-20250606-0078,2025-06-06 21:14:50,58.92,cash,M06,dry_clean
TXN-20250606-0079,2025-06-06 21:28:13,102.78,cash,M04,dry_clean
TXN-20250606-0080,2025-06-06 21:33:29,93.49,mada,M04,dry_clean
TXN-20250606-0081,2025-06-06 22:04:02,47.04,credit,M06,heavy_duty
TXN-20250606-0082,2025-06-06 22:16:13,16.2,mada,M01,quick_wash
TXN-20250606-0083,2025-06-06 22:39:45,15.12,mada,M01,quick_wash
TXN-20250606-0084,2025-06-06 22:53:34,41.86,mada,M06,heavy_duty
TXN-20250606-0085,2025-06-06 22:53:39,41.2,credit,M08,heavy_duty
TXN-20250607-0001,2025-06-07 00:01:16,16.23,mada,M07,quick_wash
TXN-20250607-0002,2025-06-07 00:29:39,37.25,mada,M05,standard
TXN-20250607-0003,2025-06-07 06:34:42,31.45,cash,M07,standard
TXN-20250607-0004,2025-06-07 06:48:41,37.93,mada,M04,standard
TXN-20250607-0005,2025-06-07 07:14:40,60.56,credit,M07,heavy_duty
TXN-20250607-0006,2025-06-07 07:16:23,42.47,credit,M08,heavy_duty
TXN-20250607-0007,2025-06-07 07:50:10,34.02,cash,M01,standard
TXN-20250607-0008,2025-06-07 08:00:54,32.68,mada,M07,standard
TXN-20250607-0009,2025-06-07 08:12:09,23.9,mada,M04,quick_wash
TXN-20250607-0010,2025-06-07 08:17:01,32.76,mada,M03,standard
TXN-20250607-0011,2025-06-07 08:38:12,26.08,mada,M01,standard
TXN-20250607-0012,2025-06-07 08:54:40,23.47,mada,M08,quick_wash
TXN-20250607-0013,2025-06-07 09:02:19,24.88,mada,M04,quick_wash
TXN-20250607-0014,2025-06-07 09:28:37,24.72,mada,M08,quick_wash
TXN-20250607-0015,2025-06-07 09:40:11,39.46,mada,M03,standard
TXN-20250607-0016,2025-06-07 10:13:17,24.26,mada,M03,quick_wash
TXN-20250607-0017,2025-06-07 10:38:01,22.56,mada,M06,quick_wash
TXN-20250607-0018,2025-06-07 10:48:46,23.35,mada,M04,quick_wash
TXN-20250607-0019,2025-06-07 10:52:01,38.33,cash,M04,standard
TXN-20250607-0020,2025-06-07 11:52:44,26.32,cash,M06,standard
TXN-20250607-0021,2025-06-07 12:03:29,30.78,mada,M04,standard
TXN-20250607-0022,2025-06-07 12:08:56,83.45,mada,M05,dry_clean
TXN-20250607-0023,2025-06-07 12:28:40,60.84,mada,M02,heavy_duty
TXN-20250607-0024,2025-06-07 12:44:14,57.73,mada,M05,heavy_duty
TXN-20250607-0025,2025-06-07 13:04:07,29.05,credit,M07,standard
TXN-20250607-0026,2025-06-07 13:07:07,27.48,mada,M05,standard
TXN-20250607-0027,2025-06-07 13:09:01,34.39,mada,M03,standard
TXN-20250607-0028,2025-06-07 13:11:47,58.36,mada,M06,heavy_duty
TXN-20250607-0029,2025-06-07 14:02:15,34.31,mada,M05,standard
TXN-20250607-0030,2025-06-07 14:18:11,23.53,cash,M06,quick_wash
TXN-20250607-0031,2025-06-07 14:19:17,24.64,credit,M03,quick_wash
TXN-20250607-0032,2025-06-07 14:32:11,31.88,mada,M06,standard
TXN-20250607-0033,2025-06-07 14:32:35,43.12,cash,M04,heavy_duty
TXN-20250607-0034,2025-06-07 14:38:27,25.52,credit,M03,standard
TXN-20250607-0035,2025-06-07 14:48:40,39.71,mada,M08,standard
TXN-20250607-0036,2025-06-07 15:39:43,29.54,mada,M03,standard
TXN-20250607-0037,2025-06-07 16:25:38,22.62,mada,M03,quick_wash
TXN-20250607-0038,2025-06-07 16:27:39,75.36,cash,M05,dry_clean
TXN-20250607-0039,2025-06-07 16:29:44,78.53,cash,M07,dry_clean
TXN-20250607-0040,2025-06-07 16:42:53,37.1,mada,M07,standard
TXN-20250607-0041,2025-06-07 16:58:38,23.54,mada,M01,quick_wash
TXN-20250607-0042,2025-06-07 17:05:26,17.4,mada,M03,quick_wash
TXN-20250607-0043,2025-06-07 17:17:36,32.66,cash,M07,standard
TXN-20250607-0044,2025-06-07 17:24:26,59.06,credit,M06,heavy_duty
TXN-20250607-0045,2025-06-07 17:45:22,57.31,mada,M06,heavy_duty
TXN-20250607-0046,2025-06-07 17:57:50,37.3,mada,M03,standard
TXN-20250607-0047,2025-06-07 18:18:10,24.57,mada,M03,quick_wash
TXN-20250607-0048,2025-06-07 18:46:22,24.95,mada,M06,quick_wash
TXN-20250607-0049,2025-06-07 19:19:48,22.38,cash,M01,quick_wash
TXN-20250607-0050,2025-06-07 19:20:52,15.06,credit,M04,quick_wash
TXN-20250607-0051,2025-06-07 19:32:44,36.49,cash,M02,standard
TXN-20250607-0052,2025-06-07 20:12:45,18.99,cash,M06,quick_wash
TXN-20250607-0053,2025-06-07 20:20:50,31.11,mada,M03,standard
TXN-20250607-0054,2025-06-07 20:23:36,34.48,mada,M08,standard
TXN-20250607-0055,2025-06-07 20:44:00,24.55,mada,M08,quick_wash
TXN-20250607-0056,2025-06-07 21:10:45,26.69,cash,M04,standard
TXN-20250607-0057,2025-06-07 21:27:57,41.26,mada,M05,heavy_duty
TXN-20250607-0058,2025-06-07 22:18:46,28.17,credit,M03,standard
TXN-20250607-0059,2025-06-07 22:50:53,63.23,mada,M03,heavy_duty
TXN-20250607-0060,2025-06-07 23:40:08,20.83,cash,M01,quick_wash
TXN-20250608-0001,2025-06-08 00:17:02,15.18,mada,M01,quick_wash
TXN-20250608-0002,2025-06-08 00:37:00,45.58,cash,M04,heavy_duty
TXN-20250608-0003,2025-06-08 00:59:42,18.0,cash,M07,quick_wash
TXN-20250608-0004,2025-06-08 07:33:08,56.89,mada,M08,heavy_duty
TXN-20250608-0005,2025-06-08 07:43:43,59.51,mada,M06,heavy_duty
TXN-20250608-0006,2025-06-08 07:47:17,23.99,cash,M05,quick_wash
TXN-20250608-0007,2025-06-08 07:53:00,19.84,cash,M07,quick_wash
TXN-20250608-0008,2025-06-08 08:09:52,33.73,credit,M07,standard
TXN-20250608-0009,2025-06-08 08:11:36,64.78,mada,M07,heavy_duty
TXN-20250608-0010,2025-06-08 08:15:08,36.65,mada,M02,standard
TXN-20250608-0011,2025-06-08 08:16:11,16.41,cash,M02,quick_wash
TXN-20250608-0012,2025-06-08 08:29:40,29.14,credit,M08,standard
TXN-20250608-0013,2025-06-08 08:44:22,30.82,cash,M03,standard
TXN-20250608-0014,2025-06-08 09:19:54,63.68,mada,M06,heavy_duty
TXN-20250608-0015,2025-06-08 10:10:53,38.35,cash,M02,standard
TXN-20250608-0016,2025-06-08 10:20:27,38.96,mada,M01,standard
TXN-20250608-0017,2025-06-08 10:32:35,27.01,credit,M03,standard
TXN-20250608-0018,2025-06-08 10:34:12,48.86,credit,M06,heavy_duty
TXN-20250608-0019,2025-06-08 10:43:40,17.75,cash,M02,quick_wash
TXN-20250608-0020,2025-06-08 10:52:09,27.7,mada,M03,standard
TXN-20250608-0021,2025-06-08 11:06:35,19.46,mada,M03,quick_wash
TXN-20250608-0022,2025-06-08 11:36:37,27.05,credit,M02,standard
TXN-20250608-0023,2025-06-08 11:53:53,46.05,credit,M08,heavy_duty
TXN-20250608-0024,2025-06-08 11:58:46,32.47,mada,M03,standard
TXN-20250608-0025,2025-06-08 12:24:02,89.87,mada,M01,dry_clean
TXN-20250608-0026,2025-06-08 12:42:24,62.33,mada,M02,dry_clean
TXN-20250608-0027,2025-06-08 12:43:46,63.31,cash,M03,dry_clean
TXN-20250608-0028,2025-06-08 13:35:13,35.47,mada,M08,standard
TXN-20250608-0029,2025-06-08 13:47:38,103.01,mada,M08,dry_clean
TXN-20250608-0030,2025-06-08 14:23:28,47.75,mada,M03,heavy_duty
TXN-20250608-0031,2025-06-08 14:27:05,27.44,mada,M06,standard
TXN-20250608-0032,2025-06-08 14:30:01,55.08,cash,M04,heavy_duty
TXN-20250608-0033,2025-06-08 14:36:53,38.89,mada,M03,standard
TXN-20250608-0034,2025-06-08 14:55:21,23.08,mada,M07,quick_wash
TXN-20250608-0035,2025-06-08 15:12:35,42.38,mada,M01,heavy_duty
TXN-20250608-0036,2025-06-08 16:27:40,38.42,mada,M04,standard
TXN-20250608-0037,2025-06-08 17:34:46,18.98,credit,M03,quick_wash
TXN-20250608-0038,2025-06-08 17:35:57,32.69,mada,M03,standard
TXN-20250608-0039,2025-06-08 17:44:44,36.31,credit,M01,standard
TXN-20250608-0040,2025-06-08 18:13:34,29.13,cash,M05,standard
TXN-20250608-0041,2025-06-08 18:27:15,20.64,mada,M04,quick_wash
TXN-20250608-0042,2025-06-08 18:39:53,62.56,credit,M04,heavy_duty
TXN-20250608-0043,2025-06-08 18:46:16,20.06,mada,M01,quick_wash
TXN-20250608-0044,2025-06-08 18:52:41,24.56,mada,M08,quick_wash
TXN-20250608-0045,2025-06-08 18:53:51,24.5,mada,M03,quick_wash
TXN-20250608-0046,2025-06-08 18:59:06,31.41,mada,M03,standard
TXN-20250608-0047,2025-06-08 18:59:25,18.53,credit,M07,quick_wash
TXN-20250608-0048,2025-06-08 19:08:37,50.02,cash,M07,heavy_duty
TXN-20250608-0049,2025-06-08 19:23:01,32.46,mada,M05,standard
TXN-20250608-0050,2025-06-08 19:23:07,17.96,mada,M06,quick_wash
TXN-20250608-0051,2025-06-08 19:33:36,15.71,mada,M07,quick_wash
TXN-20250608-0052,2025-06-08 19:56:48,51.5,mada,M03,heavy_duty
TXN-20250608-0053,2025-06-08 19:57:11,48.3,cash,M08,heavy_duty
TXN-20250608-0054,2025-06-08 20:17:36,37.37,mada,M01,standard
TXN-20250608-0055,2025-06-08 20:35:20,29.24,mada,M05,standard
TXN-20250608-0056,2025-06-08 20:40:12,33.2,mada,M05,standard
TXN-20250608-0057,2025-06-08 20:45:12,32.84,mada,M02,standard
TXN-20250608-0058,2025-06-08 21:09:34,17.04,mada,M04,quick_wash
TXN-20250608-0059,2025-06-08 21:21:16,15.01,cash,M04,quick_wash
TXN-20250608-0060,2025-06-08 21:41:16,35.98,cash,M01,standard
TXN-20250608-0061,2025-06-08 22:26:53,50.57,mada,M06,heavy_duty
TXN-20250608-0062,2025-06-08 22:39:27,46.32,mada,M01,heavy_duty
TXN-20250608-0063,2025-06-08 22:46:37,38.53,cash,M07,standard
TXN-20250609-0001,2025-06-09 01:18:53,57.22,mada,M04,dry_clean
TXN-20250609-0002,2025-06-09 06:14:22,36.07,cash,M01,standard
TXN-20250609-0003,2025-06-09 07:34:18,20.2,mada,M03,quick_wash
TXN-20250609-0004,2025-06-09 07:56:32,19.83,mada,M04,quick_wash
TXN-20250609-0005,2025-06-09 08:22:01,35.35,mada,M07,standard
TXN-20250609-0006,2025-06-09 08:46:38,15.76,credit,M03,quick_wash
TXN-20250609-0007,2025-06-09 09:00:04,35.44,mada,M03,standard
TXN-20250609-0008,2025-06-09 09:09:40,29.01,mada,M03,standard
TXN-20250609-0009,2025-06-09 09:11:16,33.45,mada,M08,standard
TXN-20250609-0010,2025-06-09 10:11:15,29.69,mada,M04,standard
TXN-20250609-0011,2025-06-09 10:52:10,16.74,mada,M01,quick_wash
TXN-20250609-0012,2025-06-09 11:09:24,24.45,cash,M08,quick_wash
TXN-20250609-0013,2025-06-09 12:01:29,22.72,cash,M06,quick_wash
TXN-20250609-0014,2025-06-09 12:04:56,31.12,mada,M04,standard
TXN-20250609-0015,2025-06-09 12:05:32,87.94,credit,M02,dry_clean
TXN-20250609-0016,2025-06-09 12:36:07,37.6,mada,M08,standard
TXN-20250609-0017,2025-06-09 12:53:06,21.65,mada,M03,quick_wash
TXN-20250609-0018,2025-06-09 13:18:50,26.39,cash,M07,standard
TXN-20250609-0019,2025-06-09 13:23:17,61.53,cash,M03,heavy_duty
TXN-20250609-0020,2025-06-09 14:04:58,40.23,mada,M01,heavy_duty
TXN-20250609-0021,2025-06-09 14:50:56,35.06,cash,M05,standard
TXN-20250609-0022,2025-06-09 14:55:21,16.99,credit,M08,quick_wash
TXN-20250609-0023,2025-06-09 15:47:40,52.07,mada,M06,dry_clean
TXN-20250609-0024,2025-06-09 15:48:39,17.48,mada,M05,quick_wash
TXN-20250609-0025,2025-06-09 16:05:39,28.23,mada,M08,standard
TXN-20250609-0026,2025-06-09 16:58:42,24.51,cash,M06,quick_wash
TXN-20250609-0027,2025-06-09 18:02:49,32.4,mada,M08,standard
TXN-20250609-0028,2025-06-09 18:15:07,21.17,cash,M08,quick_wash
TXN-20250609-0029,2025-06-09 18:15:54,70.4,cash,M01,dry_clean
TXN-20250609-0030,2025-06-09 18:18:52,90.91,mada,M01,dry_clean
TXN-20250609-0031,2025-06-09 18:19:30,62.88,credit,M02,heavy_duty
TXN-20250609-0032,2025-06-09 18:28:55,51.36,cash,M03,heavy_duty
TXN-20250609-0033,2025-06-09 18:55:58,37.5,mada,M02,standard
TXN-20250609-0034,2025-06-09 18:56:07,39.04,mada,M02,standard
TXN-20250609-0035,2025-06-09 19:03:32,36.78,mada,M05,standard
TXN-20250609-0036,2025-06-09 19:03:43,32.54,mada,M06,standard
TXN-20250609-0037,2025-06-09 19:12:19,17.1,mada,M03,quick_wash
TXN-20250609-0038,2025-06-09 19:26:15,34.83,mada,M06,standard
TXN-20250609-0039,2025-06-09 19:32:49,20.16,cash,M04,quick_wash
TXN-20250609-0040,2025-06-09 19:59:32,38.23,cash,M04,standard
TXN-20250609-0041,2025-06-09 20:04:26,37.09,mada,M04,standard
TXN-20250609-0042,2025-06-09 20:04:53,20.15,mada,M05,quick_wash
TXN-20250609-0043,2025-06-09 20:13:22,41.92,credit,M05,heavy_duty
TXN-20250609-0044,2025-06-09 20:25:28,38.71,credit,M04,standard
TXN-20250609-0045,2025-06-09 20:48:11,30.6,mada,M08,standard
TXN-20250609-0046,2025-06-09 20:55:54,42.56,mada,M03,heavy_duty
TXN-20250609-0047,2025-06-09 21:06:13,48.72,mada,M05,heavy_duty
TXN-20250609-0048,2025-06-09 21:17:51,37.57,credit,M03,standard
TXN-20250609-0049,2025-06-09 22:12:47,25.2,mada,M07,standard
TXN-20250609-0050,2025-06-09 22:18:21,27.69,cash,M07,standard
TXN-20250609-0051,2025-06-09 22:19:28,31.44,cash,M05,standard
TXN-20250609-0052,2025-06-09 22:27:13,58.31,mada,M06,heavy_duty
TXN-20250610-0001,2025-06-10 01:09:43,55.75,credit,M08,heavy_duty
TXN-20250610-0002,2025-06-10 05:41:12,38.47,credit,M08,standard
TXN-20250610-0003,2025-06-10 07:15:07,50.91,cash,M02,heavy_duty
TXN-20250610-0004,2025-06-10 07:20:57,46.23,mada,M08,heavy_duty
TXN-20250610-0005,2025-06-10 07:32:27,107.87,credit,M05,dry_clean
TXN-20250610-0006,2025-06-10 07:51:10,60.17,credit,M05,heavy_duty
TXN-20250610-0007,2025-06-10 07:52:14,33.57,mada,M05,standard
TXN-20250610-0008,2025-06-10 07:57:36,15.22,mada,M03,quick_wash
TXN-20250610-0009,2025-06-10 08:18:02,25.21,mada,M05,standard
TXN-20250610-0010,2025-06-10 08:27:08,15.14,cash,M02,quick_wash
TXN-20250610-0011,2025-06-10 08:28:57,47.72,mada,M08,heavy_duty
TXN-20250610-0012,2025-06-10 08:43:28,33.45,cash,M05,standard
TXN-20250610-0013,2025-06-10 09:09:38,30.86,mada,M05,standard
TXN-20250610-0014,2025-06-10 09:22:30,51.06,cash,M03,heavy_duty
TXN-20250610-0015,2025-06-10 09:26:29,33.54,credit,M03,standard
TXN-20250610-0016,2025-06-10 09:37:02,73.93,mada,M03,dry_clean
TXN-20250610-0017,2025-06-10 09:41:36,31.65,mada,M06,standard
TXN-20250610-0018,2025-06-10 09:42:31,57.88,mada,M03,heavy_duty
TXN-20250610-0019,2025-06-10 09:53:13,108.3,mada,M06,dry_clean
TXN-20250610-0020,2025-06-10 09:57:36,39.13,mada,M05,standard
TXN-20250610-0021,2025-06-10 10:29:11,21.44,credit,M06,quick_wash
TXN-20250610-0022,2025-06-10 10:58:41,16.56,cash,M04,quick_wash
TXN-20250610-0023,2025-06-10 10:58:59,28.06,mada,M02,standard
TXN-20250610-0024,2025-06-10 12:02:20,37.56,mada,M04,standard
TXN-20250610-0025,2025-06-10 12:07:00,25.37,mada,M07,standard
TXN-20250610-0026,2025-06-10 12:27:05,60.07,credit,M03,heavy_duty
TXN-20250610-0027,2025-06-10 12:28:02,39.3,credit,M02,standard
TXN-20250610-0028,2025-06-10 12:31:22,29.16,credit,M02,standard
TXN-20250610-0029,2025-06-10 12:31:48,42.37,mada,M04,heavy_duty
TXN-20250610-0030,2025-06-10 12:45:12,19.23,mada,M08,quick_wash
TXN-20250610-0031,2025-06-10 12:57:30,28.69,cash,M03,standard
TXN-20250610-0032,2025-06-10 13:05:20,23.63,credit,M08,quick_wash
TXN-20250610-0033,2025-06-10 13:31:27,37.0,credit,M01,standard
TXN-20250610-0034,2025-06-10 13:38:31,52.1,credit,M07,dry_clean
TXN-20250610-0035,2025-06-10 13:39:58,34.28,credit,M05,standard
TXN-20250610-0036,2025-06-10 13:41:11,18.35,mada,M07,quick_wash
TXN-20250610-0037,2025-06-10 13:46:02,35.04,credit,M05,standard
TXN-20250610-0038,2025-06-10 13:55:14,18.86,mada,M04,quick_wash
TXN-20250610-0039,2025-06-10 13:59:33,19.75,mada,M08,quick_wash
TXN-20250610-0040,2025-06-10 14:22:17,16.67,mada,M03,quick_wash
TXN-20250610-0041,2025-06-10 14:39:58,61.62,mada,M04,dry_clean
TXN-20250610-0042,2025-06-10 14:47:44,22.98,mada,M08,quick_wash
TXN-20250610-0043,2025-06-10 14:52:21,15.21,cash,M04,quick_wash
TXN-20250610-0044,2025-06-10 15:15:16,35.11,mada,M05,standard
TXN-20250610-0045,2025-06-10 15:27:30,23.98,cash,M06,quick_wash
TXN-20250610-0046,2025-06-10 15:36:18,43.87,mada,M02,heavy_duty
TXN-20250610-0047,2025-06-10 15:47:24,57.67,cash,M06,heavy_duty
TXN-20250610-0048,2025-06-10 15:54:05,20.81,mada,M06,quick_wash
TXN-20250610-0049,2025-06-10 15:56:39,25.05,mada,M07,standard
TXN-20250610-0050,2025-06-10 17:16:34,19.6,mada,M01,quick_wash
TXN-20250610-0051,2025-06-10 17:19:11,47.05,mada,M06,heavy_duty
TXN-20250610-0052,2025-06-10 17:44:58,54.36,cash,M08,heavy_duty
TXN-20250610-0053,2025-06-10 17:48:08,27.99,mada,M07,standard
TXN-20250610-0054,2025-06-10 17:54:03,64.74,credit,M04,heavy_duty
TXN-20250610-0055,2025-06-10 17:58:06,20.23,mada,M01,quick_wash
TXN-20250610-0056,2025-06-10 18:01:29,32.25,cash,M07,standard
TXN-20250610-0057,2025-06-10 18:08:57,23.0,mada,M07,quick_wash
TXN-20250610-0058,2025-06-10 18:10:14,36.44,mada,M05,standard
TXN-20250610-0059,2025-06-10 18:16:15,60.45,mada,M05,heavy_duty
TXN-20250610-0060,2025-06-10 18:35:07,32.34,cash,M04,standard
TXN-20250610-0061,2025-06-10 19:10:53,115.26,cash,M03,dry_clean
TXN-20250610-0062,2025-06-10 19:37:56,20.71,mada,M06,quick_wash
TXN-20250610-0063,2025-06-10 20:14:03,52.27,mada,M08,heavy_duty
TXN-20250610-0064,2025-06-10 20:25:01,24.27,credit,M08,quick_wash
TXN-20250610-0065,2025-06-10 20:26:35,36.78,mada,M02,standard
TXN-20250610-0066,2025-06-10 20:29:00,26.31,mada,M07,standard
TXN-20250610-0067,2025-06-10 20:36:21,30.06,credit,M07,standard
TXN-20250610-0068,2025-06-10 20:49:11,17.18,credit,M07,quick_wash
TXN-20250610-0069,2025-06-10 20:50:25,36.28,cash,M02,standard
TXN-20250610-0070,2025-06-10 20:57:51,55.68,cash,M06,heavy_duty
TXN-20250610-0071,2025-06-10 21:06:21,20.54,mada,M08,quick_wash
TXN-20250610-0072,2025-06-10 21:25:35,38.81,mada,M06,standard
TXN-20250610-0073,2025-06-10 21:29:44,38.87,cash,M05,standard
TXN-20250610-0074,2025-06-10 22:23:19,31.99,cash,M08,standard
TXN-20250610-0075,2025-06-10 22:42:01,36.41,mada,M06,standard
TXN-20250610-0076,2025-06-10 23:31:34,103.86,mada,M06,dry_clean
TXN-20250611-0001,2025-06-11 01:26:17,42.61,mada,M07,heavy_duty
TXN-20250611-0002,2025-06-11 05:22:47,26.38,mada,M05,standard
TXN-20250611-0003,2025-06-11 06:24:19,20.95,cash,M04,quick_wash
TXN-20250611-0004,2025-06-11 06:30:23,37.95,mada,M07,standard
TXN-20250611-0005,2025-06-11 06:49:03,20.68,mada,M05,quick_wash
TXN-20250611-0006,2025-06-11 07:22:03,19.24,cash,M07,quick_wash
TXN-20250611-0007,2025-06-11 07:23:15,80.19,mada,M07,dry_clean
TXN-20250611-0008,2025-06-11 07:33:02,15.27,mada,M06,quick_wash
TXN-20250611-0009,2025-06-11 07:48:07,21.14,mada,M07,quick_wash
TXN-20250611-0010,2025-06-11 08:14:34,38.47,cash,M06,standard
TXN-20250611-0011,2025-06-11 08:53:41,30.26,mada,M07,standard
TXN-20250611-0012,2025-06-11 08:55:11,20.57,mada,M06,quick_wash
TXN-20250611-0013,2025-06-11 09:09:18,32.23,cash,M06,standard
TXN-20250611-0014,2025-06-11 09:29:02,16.4,mada,M05,quick_wash
TXN-20250611-0015,2025-06-11 10:19:39,31.89,mada,M03,standard
TXN-20250611-0016,2025-06-11 10:37:14,21.79,mada,M07,quick_wash
TXN-20250611-0017,2025-06-11 10:42:47,25.49,mada,M04,standard
TXN-20250611-0018,2025-06-11 10:43:46,21.54,cash,M04,quick_wash
TXN-20250611-0019,2025-06-11 10:44:24,35.72,mada,M08,standard
TXN-20250611-0020,2025-06-11 10:52:43,20.12,cash,M07,quick_wash
TXN-20250611-0021,2025-06-11 11:14:45,26.15,mada,M04,standard
TXN-20250611-0022,2025-06-11 11:49:09,39.1,mada,M08,standard
TXN-20250611-0023,2025-06-11 12:02:23,30.6,mada,M01,standard
TXN-20250611-0024,2025-06-11 12:19:11,36.25,mada,M08,standard
TXN-20250611-0025,2025-06-11 12:24:51,26.05,mada,M04,standard
TXN-20250611-0026,2025-06-11 12:57:20,25.44,credit,M04,standard
TXN-20250611-0027,2025-06-11 12:57:26,27.52,credit,M07,standard
TXN-20250611-0028,2025-06-11 13:26:08,18.18,credit,M07,quick_wash
TXN-20250611-0029,2025-06-11 13:54:10,65.43,credit,M08,dry_clean
TXN-20250611-0030,2025-06-11 13:54:13,30.69,mada,M08,standard
TXN-20250611-0031,2025-06-11 14:00:53,36.29,mada,M05,standard
TXN-20250611-0032,2025-06-11 14:11:07,49.96,mada,M06,heavy_duty
TXN-20250611-0033,2025-06-11 14:39:32,23.33,mada,M02,quick_wash
TXN-20250611-0034,2025-06-11 15:33:22,16.08,cash,M06,quick_wash
TXN-20250611-0035,2025-06-11 15:37:43,23.44,mada,M08,quick_wash
TXN-20250611-0036,2025-06-11 17:00:41,24.02,mada,M08,quick_wash
TXN-20250611-0037,2025-06-11 17:08:25,17.72,mada,M01,quick_wash
TXN-20250611-0038,2025-06-11 17:39:22,29.87,mada,M03,standard
TXN-20250611-0039,2025-06-11 17:57:57,35.07,cash,M06,standard
TXN-20250611-0040,2025-06-11 18:20:27,18.82,cash,M05,quick_wash
TXN-20250611-0041,2025-06-11 18:21:20,51.8,cash,M07,dry_clean
TXN-20250611-0042,2025-06-11 18:25:46,31.46,mada,M01,standard
TXN-20250611-0043,2025-06-11 18:34:21,21.23,mada,M07,quick_wash
TXN-20250611-0044,2025-06-11 18:45:51,38.75,cash,M02,standard
TXN-20250611-0045,2025-06-11 18:57:23,19.18,cash,M06,quick_wash
TXN-20250611-0046,2025-06-11 19:04:02,57.26,mada,M07,heavy_duty
TXN-20250611-0047,2025-06-11 19:05:48,21.62,cash,M02,quick_wash
TXN-20250611-0048,2025-06-11 19:11:40,17.35,cash,M06,quick_wash
TXN-20250611-0049,2025-06-11 19:15:48,59.48,mada,M08,dry_clean
TXN-20250611-0050,2025-06-11 19:24:01,15.36,credit,M03,quick_wash
TXN-20250611-0051,2025-06-11 20:24:20,20.74,mada,M05,quick_wash
TXN-20250611-0052,2025-06-11 20:46:15,63.67,cash,M03,heavy_duty
TXN-20250611-0053,2025-06-11 20:54:47,25.6,mada,M05,standard
TXN-20250611-0054,2025-06-11 21:17:47,25.09,mada,M03,standard
TXN-20250611-0055,2025-06-11 21:30:49,46.79,credit,M07,heavy_duty
TXN-20250611-0056,2025-06-11 21:32:51,27.92,mada,M05,standard
TXN-20250611-0057,2025-06-11 21:57:04,60.14,mada,M08,heavy_duty
TXN-20250611-0058,2025-06-11 22:22:03,15.88,mada,M04,quick_wash
TXN-20250611-0059,2025-06-11 22:23:56,30.06,credit,M06,standard
TXN-20250611-0060,2025-06-11 22:48:51,18.32,cash,M04,quick_wash
TXN-20250611-0061,2025-06-11 23:02:39,31.63,mada,M04,standard
TXN-20250612-0001,2025-06-12 04:16:40,90.79,cash,M02,dry_clean
TXN-20250612-0002,2025-06-12 06:11:25,29.77,mada,M04,standard
TXN-20250612-0003,2025-06-12 07:25:15,29.73,mada,M03,standard
TXN-20250612-0004,2025-06-12 07:39:08,56.67,mada,M04,heavy_duty
TXN-20250612-0005,2025-06-12 07:43:33,58.84,credit,M06,heavy_duty
TXN-20250612-0006,2025-06-12 07:55:05,56.48,cash,M05,dry_clean
