transaction_id,timestamp,amount_sar,payment_method,basket_size,category
MINI-20250606-0132,2025-06-06 15:10:46,23.9,cash,small_basket,snacks
MINI-20250606-0133,2025-06-06 15:14:16,44.55,cash,small_basket,groceries
MINI-20250606-0134,2025-06-06 15:15:19,34.5,mada,small_basket,beverages
MINI-20250606-0135,2025-06-06 15:17:22,24.03,cash,small_basket,beverages
MINI-20250606-0136,2025-06-06 15:24:53,17.32,mada,small_basket,groceries
MINI-20250606-0137,2025-06-06 15:25:33,127.02,mada,medium_basket,beverages
MINI-20250606-0138,2025-06-06 15:25:48,20.35,cash,small_basket,groceries
MINI-20250606-0139,2025-06-06 15:26:25,37.51,mada,small_basket,household
MINI-20250606-0140,2025-06-06 15:29:21,86.18,cash,medium_basket,beverages
MINI-20250606-0141,2025-06-06 15:50:31,32.7,cash,small_basket,snacks
MINI-20250606-0142,2025-06-06 15:51:41,163.05,mada,medium_basket,beverages
MINI-20250606-0143,2025-06-06 15:52:42,11.49,cash,small_basket,household
MINI-20250606-0144,2025-06-06 16:00:18,32.79,mada,small_basket,beverages
MINI-20250606-0145,2025-06-06 16:02:54,22.16,mada,small_basket,household
MINI-20250606-0146,2025-06-06 16:06:32,11.43,cash,small_basket,beverages
MINI-20250606-0147,2025-06-06 16:11:23,13.64,mada,small_basket,personal_care
MINI-20250606-0148,2025-06-06 16:12:04,369.7,mada,large_basket,household
MINI-20250606-0149,2025-06-06 16:14:51,19.66,mada,small_basket,personal_care
MINI-20250606-0150,2025-06-06 16:22:39,127.6,cash,medium_basket,groceries
MINI-20250606-0151,2025-06-06 16:24:51,31.43,cash,small_basket,personal_care
MINI-20250606-0152,2025-06-06 16:36:53,36.5,mada,small_basket,household
MINI-20250606-0153,2025-06-06 16:40:48,43.1,mada,small_basket,household
MINI-20250606-0154,2025-06-06 16:46:38,68.32,mada,medium_basket,personal_care
MINI-20250606-0155,2025-06-06 16:53:14,14.9,credit,small_basket,household
MINI-20250606-0156,2025-06-06 16:58:02,29.87,cash,small_basket,personal_care
MINI-20250606-0157,2025-06-06 16:58:36,157.28,mada,medium_basket,household
MINI-20250606-0158,2025-06-06 16:59:31,10.55,cash,small_basket,groceries
MINI-20250606-0159,2025-06-06 17:01:27,158.45,mada,medium_basket,groceries
MINI-20250606-0160,2025-06-06 17:04:00,170.51,cash,medium_basket,beverages
MINI-20250606-0161,2025-06-06 17:14:54,8.57,cash,small_basket,groceries
MINI-20250606-0162,2025-06-06 17:15:45,305.92,cash,large_basket,personal_care
MINI-20250606-0163,2025-06-06 17:15:53,131.76,credit,medium_basket,snacks
MINI-20250606-0164,2025-06-06 17:17:43,402.53,cash,large_basket,household
MINI-20250606-0165,2025-06-06 17:17:48,18.04,mada,small_basket,groceries
MINI-20250606-0166,2025-06-06 17:24:07,13.42,credit,small_basket,personal_care
MINI-20250606-0167,2025-06-06 17:36:48,17.21,cash,small_basket,personal_care
MINI-20250606-0168,2025-06-06 17:37:36,449.34,credit,large_basket,beverages
MINI-20250606-0169,2025-06-06 17:41:18,36.06,mada,small_basket,personal_care
MINI-20250606-0170,2025-06-06 17:43:31,152.18,mada,medium_basket,beverages
MINI-20250606-0171,2025-06-06 17:46:01,172.32,mada,medium_basket,snacks
MINI-20250606-0172,2025-06-06 17:54:44,143.67,cash,medium_basket,household
MINI-20250606-0173,2025-06-06 17:55:42,15.01,cash,small_basket,household
MINI-20250606-0174,2025-06-06 17:56:07,30.76,mada,small_basket,groceries
MINI-20250606-0175,2025-06-06 17:56:32,83.01,mada,medium_basket,beverages
MINI-20250606-0176,2025-06-06 18:03:28,51.33,mada,medium_basket,groceries
MINI-20250606-0177,2025-06-06 18:13:27,12.65,mada,small_basket,groceries
MINI-20250606-0178,2025-06-06 18:22:43,104.33,mada,medium_basket,groceries
MINI-20250606-0179,2025-06-06 18:27:48,37.53,mada,small_basket,groceries
MINI-20250606-0180,2025-06-06 18:30:08,28.55,mada,small_basket,household
MINI-20250606-0181,2025-06-06 18:32:30,8.36,cash,small_basket,household
MINI-20250606-0182,2025-06-06 18:34:11,91.16,cash,medium_basket,beverages
MINI-20250606-0183,2025-06-06 18:37:03,123.78,mada,medium_basket,household
MINI-20250606-0184,2025-06-06 18:39:00,95.04,cash,medium_basket,personal_care
MINI-20250606-0185,2025-06-06 18:42:37,41.46,mada,small_basket,household
MINI-20250606-0186,2025-06-06 18:43:41,113.19,mada,medium_basket,snacks
MINI-20250606-0187,2025-06-06 18:45:14,17.51,mada,small_basket,snacks
MINI-20250606-0188,2025-06-06 18:51:20,239.42,cash,large_basket,groceries
MINI-20250606-0189,2025-06-06 18:57:34,341.3,mada,large_basket,groceries
MINI-20250606-0190,2025-06-06 19:03:28,14.94,cash,small_basket,groceries
MINI-20250606-0191,2025-06-06 19:04:39,351.75,cash,large_basket,groceries
MINI-20250606-0192,2025-06-06 19:19:37,360.31,cash,large_basket,snacks
MINI-20250606-0193,2025-06-06 19:19:46,11.57,cash,small_basket,snacks
MINI-20250606-0194,2025-06-06 19:36:02,94.41,cash,medium_basket,groceries
MINI-20250606-0195,2025-06-06 19:36:02,26.06,mada,small_basket,beverages
MINI-20250606-0196,2025-06-06 19:37:04,406.74,credit,large_basket,personal_care
MINI-20250606-0197,2025-06-06 19:40:37,38.05,credit,small_basket,snacks
MINI-20250606-0198,2025-06-06 19:43:20,73.53,mada,medium_basket,groceries
MINI-20250606-0199,2025-06-06 19:43:35,304.77,cash,large_basket,beverages
MINI-20250606-0200,2025-06-06 19:46:28,48.26,mada,medium_basket,beverages
MINI-20250606-0201,2025-06-06 19:46:34,68.16,cash,medium_basket,beverages
MINI-20250606-0202,2025-06-06 19:51:45,58.23,cash,medium_basket,groceries
MINI-20250606-0203,2025-06-06 19:52:54,99.29,cash,medium_basket,snacks
MINI-20250606-0204,2025-06-06 19:54:31,8.41,cash,small_basket,household
MINI-20250606-0205,2025-06-06 19:54:45,26.29,mada,small_basket,groceries
MINI-20250606-0206,2025-06-06 19:55:51,38.86,mada,small_basket,beverages
MINI-20250606-0207,2025-06-06 19:57:34,263.38,cash,large_basket,snacks
MINI-20250606-0208,2025-06-06 19:57:40,21.19,credit,small_basket,snacks
MINI-20250606-0209,2025-06-06 19:58:46,10.46,mada,small_basket,beverages
MINI-20250606-0210,2025-06-06 20:10:27,30.9,cash,small_basket,groceries
MINI-20250606-0211,2025-06-06 20:13:38,57.62,mada,medium_basket,beverages
MINI-20250606-0212,2025-06-06 20:14:04,22.52,cash,small_basket,groceries
MINI-20250606-0213,2025-06-06 20:25:12,85.82,mada,medium_basket,beverages
MINI-20250606-0214,2025-06-06 20:29:54,100.28,cash,medium_basket,snacks
MINI-20250606-0215,2025-06-06 20:30:04,71.17,cash,medium_basket,beverages
MINI-20250606-0216,2025-06-06 20:35:22,111.76,mada,medium_basket,beverages
MINI-20250606-0217,2025-06-06 20:36:32,27.16,cash,small_basket,snacks
MINI-20250606-0218,2025-06-06 20:40:18,24.86,cash,small_basket,beverages
MINI-20250606-0219,2025-06-06 20:43:42,355.34,mada,large_basket,beverages
MINI-20250606-0220,2025-06-06 20:52:50,131.37,cash,medium_basket,groceries
MINI-20250606-0221,2025-06-06 20:53:29,20.5,mada,small_basket,groceries
MINI-20250606-0222,2025-06-06 20:56:50,91.45,credit,medium_basket,groceries
MINI-20250606-0223,2025-06-06 21:00:53,25.85,mada,small_basket,snacks
MINI-20250606-0224,2025-06-06 21:12:15,23.27,credit,small_basket,beverages
MINI-20250606-0225,2025-06-06 21:19:34,19.21,mada,small_basket,groceries
MINI-20250606-0226,2025-06-06 21:21:54,38.94,cash,small_basket,groceries
MINI-20250606-0227,2025-06-06 21:25:31,18.19,cash,small_basket,beverages
MINI-20250606-0228,2025-06-06 21:28:01,141.75,mada,medium_basket,household
MINI-20250606-0229,2025-06-06 21:33:35,17.44,mada,small_basket,groceries
MINI-20250606-0230,2025-06-06 21:35:07,121.09,mada,medium_basket,snacks
MINI-20250606-0231,2025-06-06 21:37:10,11.59,mada,small_basket,beverages
MINI-20250606-0232,2025-06-06 21:37:16,334.43,credit,large_basket,beverages
MINI-20250606-0233,2025-06-06 21:43:15,26.5,cash,small_basket,beverages
MINI-20250606-0234,2025-06-06 21:45:19,187.91,mada,large_basket,beverages
MINI-20250606-0235,2025-06-06 21:48:37,82.27,mada,medium_basket,beverages
MINI-20250606-0236,2025-06-06 21:50:50,149.43,cash,medium_basket,groceries
MINI-20250606-0237,2025-06-06 21:53:58,409.14,mada,large_basket,groceries
MINI-20250606-0238,2025-06-06 21:58:29,24.74,cash,small_basket,personal_care
MINI-20250606-0239,2025-06-06 22:02:43,253.43,cash,large_basket,groceries
MINI-20250606-0240,2025-06-06 22:04:45,33.32,mada,small_basket,household
MINI-20250606-0241,2025-06-06 22:12:40,154.38,mada,medium_basket,personal_care
MINI-20250606-0242,2025-06-06 22:14:16,409.78,cash,large_basket,household
MINI-20250606-0243,2025-06-06 22:17:42,35.03,cash,small_basket,household
MINI-20250606-0244,2025-06-06 22:21:45,105.58,mada,medium_basket,beverages
MINI-20250606-0245,2025-06-06 22:24:29,22.22,mada,small_basket,beverages
MINI-20250606-0246,2025-06-06 22:36:23,118.27,mada,medium_basket,beverages
MINI-20250606-0247,2025-06-06 22:36:24,25.67,mada,small_basket,snacks
MINI-20250606-0248,2025-06-06 22:37:41,33.29,cash,small_basket,snacks
MINI-20250606-0249,2025-06-06 22:53:08,27.66,mada,small_basket,beverages
MINI-20250606-0250,2025-06-06 22:53:37,39.0,mada,small_basket,beverages
MINI-20250606-0251,2025-06-06 23:32:26,176.17,cash,medium_basket,groceries
MINI-20250606-0252,2025-06-06 23:36:10,12.75,cash,small_basket,household
MINI-20250606-0253,2025-06-06 23:50:48,50.51,cash,medium_basket,household
MINI-20250606-0254,2025-06-06 23:53:34,338.54,mada,large_basket,beverages
MINI-20250607-0001,2025-06-07 00:16:58,15.01,cash,small_basket,snacks
MINI-20250607-0002,2025-06-07 00:17:28,405.73,mada,large_basket,groceries
MINI-20250607-0003,2025-06-07 00:27:51,420.12,cash,large_basket,groceries
MINI-20250607-0004,2025-06-07 00:34:00,39.53,mada,small_basket,household
MINI-20250607-0005,2025-06-07 00:38:29,370.43,mada,large_basket,groceries
MINI-20250607-0006,2025-06-07 00:42:57,33.39,cash,small_basket,groceries
MINI-20250607-0007,2025-06-07 01:02:08,8.33,credit,small_basket,personal_care
MINI-20250607-0008,2025-06-07 01:46:44,43.01,cash,small_basket,personal_care
MINI-20250607-0009,2025-06-07 05:15:35,147.17,mada,medium_basket,beverages
MINI-20250607-0010,2025-06-07 06:12:54,47.64,mada,medium_basket,groceries
MINI-20250607-0011,2025-06-07 06:15:35,14.76,cash,small_basket,groceries
MINI-20250607-0012,2025-06-07 06:30:34,41.52,cash,small_basket,groceries
MINI-20250607-0013,2025-06-07 06:49:06,35.41,cash,small_basket,groceries
MINI-20250607-0014,2025-06-07 06:50:30,392.02,cash,large_basket,groceries
MINI-20250607-0015,2025-06-07 07:02:19,19.3,mada,small_basket,groceries
MINI-20250607-0016,2025-06-07 07:02:46,34.36,mada,small_basket,groceries
MINI-20250607-0017,2025-06-07 07:04:25,202.59,cash,large_basket,household
MINI-20250607-0018,2025-06-07 07:12:32,422.95,mada,large_basket,snacks
MINI-20250607-0019,2025-06-07 07:13:09,32.79,mada,small_basket,household
MINI-20250607-0020,2025-06-07 07:16:49,126.92,cash,medium_basket,groceries
MINI-20250607-0021,2025-06-07 07:28:30,35.24,mada,small_basket,groceries
MINI-20250607-0022,2025-06-07 07:29:17,171.58,mada,medium_basket,beverages
MINI-20250607-0023,2025-06-07 07:30:18,22.03,mada,small_basket,household
MINI-20250607-0024,2025-06-07 07:36:08,78.39,cash,medium_basket,beverages
MINI-20250607-0025,2025-06-07 07:42:01,27.37,mada,small_basket,groceries
MINI-20250607-0026,2025-06-07 07:49:36,152.67,cash,medium_basket,beverages
MINI-20250607-0027,2025-06-07 07:59:39,39.1,mada,small_basket,household
MINI-20250607-0028,2025-06-07 08:01:27,148.7,mada,medium_basket,snacks
MINI-20250607-0029,2025-06-07 08:07:59,122.73,cash,medium_basket,groceries
MINI-20250607-0030,2025-06-07 08:18:26,40.61,mada,small_basket,beverages
MINI-20250607-0031,2025-06-07 08:22:23,21.17,cash,small_basket,snacks
MINI-20250607-0032,2025-06-07 08:26:12,34.08,cash,small_basket,beverages
MINI-20250607-0033,2025-06-07 08:26:40,29.18,credit,small_basket,groceries
MINI-20250607-0034,2025-06-07 08:28:04,174.52,cash,medium_basket,household
MINI-20250607-0035,2025-06-07 08:34:08,226.06,cash,large_basket,beverages
MINI-20250607-0036,2025-06-07 08:41:14,27.26,mada,small_basket,groceries
MINI-20250607-0037,2025-06-07 08:43:38,13.13,mada,small_basket,personal_care
MINI-20250607-0038,2025-06-07 08:53:58,27.66,cash,small_basket,groceries
MINI-20250607-0039,2025-06-07 08:56:41,413.95,mada,large_basket,snacks
MINI-20250607-0040,2025-06-07 08:58:41,83.62,cash,medium_basket,household
MINI-20250607-0041,2025-06-07 09:00:00,141.08,mada,medium_basket,snacks
MINI-20250607-0042,2025-06-07 09:07:46,381.35,mada,large_basket,beverages
MINI-20250607-0043,2025-06-07 09:12:27,160.3,credit,medium_basket,snacks
MINI-20250607-0044,2025-06-07 09:13:39,41.17,mada,small_basket,beverages
MINI-20250607-0045,2025-06-07 09:17:27,40.67,credit,small_basket,groceries
MINI-20250607-0046,2025-06-07 09:22:37,44.4,cash,small_basket,beverages
MINI-20250607-0047,2025-06-07 09:25:41,138.99,credit,medium_basket,beverages
MINI-20250607-0048,2025-06-07 09:29:37,14.85,mada,small_basket,beverages
MINI-20250607-0049,2025-06-07 09:36:11,372.53,credit,large_basket,snacks
MINI-20250607-0050,2025-06-07 09:38:45,26.0,cash,small_basket,groceries
MINI-20250607-0051,2025-06-07 09:40:17,107.65,cash,medium_basket,beverages
MINI-20250607-0052,2025-06-07 09:42:44,30.49,mada,small_basket,groceries
MINI-20250607-0053,2025-06-07 09:45:44,86.36,cash,medium_basket,groceries
MINI-20250607-0054,2025-06-07 09:51:18,122.16,mada,medium_basket,beverages
MINI-20250607-0055,2025-06-07 09:58:07,88.0,mada,medium_basket,household
MINI-20250607-0056,2025-06-07 09:58:16,33.21,cash,small_basket,groceries
MINI-20250607-0057,2025-06-07 09:58:22,24.46,cash,small_basket,groceries
MINI-20250607-0058,2025-06-07 10:07:54,8.44,mada,small_basket,beverages
MINI-20250607-0059,2025-06-07 10:08:22,13.35,mada,small_basket,groceries
MINI-20250607-0060,2025-06-07 10:10:34,18.5,mada,small_basket,personal_care
MINI-20250607-0061,2025-06-07 10:11:07,35.66,mada,small_basket,household
MINI-20250607-0062,2025-06-07 10:12:41,42.07,cash,small_basket,groceries
MINI-20250607-0063,2025-06-07 10:21:24,31.83,credit,small_basket,beverages
MINI-20250607-0064,2025-06-07 10:22:59,16.8,mada,small_basket,groceries
MINI-20250607-0065,2025-06-07 10:38:53,8.76,mada,small_basket,household
MINI-20250607-0066,2025-06-07 10:42:31,89.58,cash,medium_basket,groceries
MINI-20250607-0067,2025-06-07 10:43:19,35.06,cash,small_basket,snacks
MINI-20250607-0068,2025-06-07 10:49:12,14.8,cash,small_basket,groceries
MINI-20250607-0069,2025-06-07 10:50:17,29.7,mada,small_basket,beverages
MINI-20250607-0070,2025-06-07 11:02:57,8.22,mada,small_basket,beverages
MINI-20250607-0071,2025-06-07 11:11:35,40.35,mada,small_basket,snacks
MINI-20250607-0072,2025-06-07 11:13:10,18.21,mada,small_basket,groceries
MINI-20250607-0073,2025-06-07 11:21:03,92.77,cash,medium_basket,beverages
MINI-20250607-0074,2025-06-07 11:23:12,126.6,mada,medium_basket,personal_care
MINI-20250607-0075,2025-06-07 11:23:41,178.51,mada,medium_basket,personal_care
MINI-20250607-0076,2025-06-07 11:26:03,353.38,cash,large_basket,snacks
MINI-20250607-0077,2025-06-07 11:30:22,353.26,mada,large_basket,personal_care
MINI-20250607-0078,2025-06-07 11:41:03,18.75,credit,small_basket,personal_care
MINI-20250607-0079,2025-06-07 11:47:00,340.59,mada,large_basket,snacks
MINI-20250607-0080,2025-06-07 11:48:56,36.02,cash,small_basket,groceries
MINI-20250607-0081,2025-06-07 11:51:46,22.2,cash,small_basket,groceries
MINI-20250607-0082,2025-06-07 11:56:54,30.76,cash,small_basket,groceries
MINI-20250607-0083,2025-06-07 12:22:09,52.65,mada,medium_basket,groceries
MINI-20250607-0084,2025-06-07 12:22:45,52.13,mada,medium_basket,groceries
MINI-20250607-0085,2025-06-07 12:23:48,424.96,mada,large_basket,groceries
MINI-20250607-0086,2025-06-07 12:24:15,206.38,mada,large_basket,groceries
MINI-20250607-0087,2025-06-07 12:25:13,380.64,mada,large_basket,groceries
MINI-20250607-0088,2025-06-07 12:28:56,294.88,cash,large_basket,groceries
MINI-20250607-0089,2025-06-07 12:29:10,71.57,cash,medium_basket,groceries
MINI-20250607-0090,2025-06-07 12:29:22,25.72,cash,small_basket,beverages
MINI-20250607-0091,2025-06-07 12:29:32,28.47,cash,small_basket,household
MINI-20250607-0092,2025-06-07 12:36:04,11.59,cash,small_basket,groceries
MINI-20250607-0093,2025-06-07 12:36:06,315.73,mada,large_basket,groceries
MINI-20250607-0094,2025-06-07 12:42:20,26.97,mada,small_basket,snacks
MINI-20250607-0095,2025-06-07 12:43:39,18.8,mada,small_basket,household
MINI-20250607-0096,2025-06-07 12:48:49,24.65,cash,small_basket,groceries
MINI-20250607-0097,2025-06-07 12:49:03,136.21,credit,medium_basket,beverages
MINI-20250607-0098,2025-06-07 12:51:36,78.19,mada,medium_basket,groceries
MINI-20250607-0099,2025-06-07 12:52:24,87.07,cash,medium_basket,groceries
MINI-20250607-0100,2025-06-07 12:54:54,105.42,mada,medium_basket,snacks
MINI-20250607-0101,2025-06-07 12:59:04,80.36,cash,medium_basket,beverages
MINI-20250607-0102,2025-06-07 13:06:43,157.5,mada,medium_basket,personal_care
MINI-20250607-0103,2025-06-07 13:11:40,36.22,mada,small_basket,groceries
MINI-20250607-0104,2025-06-07 13:20:41,293.42,credit,large_basket,groceries
MINI-20250607-0105,2025-06-07 13:22:09,35.1,mada,small_basket,groceries
MINI-20250607-0106,2025-06-07 13:23:08,44.74,cash,small_basket,beverages
MINI-20250607-0107,2025-06-07 13:26:54,11.34,cash,small_basket,snacks
MINI-20250607-0108,2025-06-07 13:27:45,94.29,cash,medium_basket,snacks
MINI-20250607-0109,2025-06-07 13:33:08,175.17,mada,medium_basket,household
MINI-20250607-0110,2025-06-07 13:34:12,137.52,cash,medium_basket,groceries
MINI-20250607-0111,2025-06-07 13:34:46,42.12,mada,small_basket,snacks
MINI-20250607-0112,2025-06-07 13:38:49,104.99,credit,medium_basket,personal_care
MINI-20250607-0113,2025-06-07 13:45:27,10.54,cash,small_basket,personal_care
MINI-20250607-0114,2025-06-07 13:47:36,145.56,mada,medium_basket,snacks
MINI-20250607-0115,2025-06-07 13:54:49,16.78,mada,small_basket,groceries
MINI-20250607-0116,2025-06-07 13:59:24,50.03,mada,medium_basket,groceries
MINI-20250607-0117,2025-06-07 14:07:12,108.29,mada,medium_basket,personal_care
MINI-20250607-0118,2025-06-07 14:18:01,20.89,credit,small_basket,groceries
MINI-20250607-0119,2025-06-07 14:19:23,30.55,cash,small_basket,personal_care
MINI-20250607-0120,2025-06-07 14:23:40,34.24,cash,small_basket,groceries
MINI-20250607-0121,2025-06-07 14:24:23,35.74,mada,small_basket,groceries
MINI-20250607-0122,2025-06-07 14:27:29,9.15,mada,small_basket,groceries
MINI-20250607-0123,2025-06-07 14:30:13,42.04,mada,small_basket,beverages
MINI-20250607-0124,2025-06-07 14:37:57,417.38,mada,large_basket,groceries
MINI-20250607-0125,2025-06-07 14:43:32,168.91,mada,medium_basket,beverages
MINI-20250607-0126,2025-06-07 14:46:49,100.41,cash,medium_basket,household
MINI-20250607-0127,2025-06-07 14:51:56,24.63,cash,small_basket,household
MINI-20250607-0128,2025-06-07 14:52:44,147.59,mada,medium_basket,household
MINI-20250607-0129,2025-06-07 14:54:05,29.23,mada,small_basket,household
MINI-20250607-0130,2025-06-07 14:54:08,123.23,cash,medium_basket,groceries
MINI-20250607-0131,2025-06-07 14:54:32,26.32,credit,small_basket,groceries
MINI-20250607-0132,2025-06-07 14:55:38,42.26,cash,small_basket,snacks
MINI-20250607-0133,2025-06-07 14:59:18,39.33,cash,small_basket,household
MINI-20250607-0134,2025-06-07 15:00:31,34.15,mada,small_basket,groceries
MINI-20250607-0135,2025-06-07 15:01:09,77.38,mada,medium_basket,beverages
MINI-20250607-0136,2025-06-07 15:13:27,75.33,cash,medium_basket,household
MINI-20250607-0137,2025-06-07 15:13:44,109.09,cash,medium_basket,groceries
MINI-20250607-0138,2025-06-07 15:24:04,33.13,credit,small_basket,groceries
MINI-20250607-0139,2025-06-07 15:25:20,169.72,cash,medium_basket,groceries
MINI-20250607-0140,2025-06-07 15:51:19,45.58,cash,medium_basket,groceries
MINI-20250607-0141,2025-06-07 15:52:16,172.55,credit,medium_basket,snacks
MINI-20250607-0142,2025-06-07 15:52:49,15.2,cash,small_basket,beverages
MINI-20250607-0143,2025-06-07 15:57:27,22.49,credit,small_basket,snacks
MINI-20250607-0144,2025-06-07 16:12:49,22.13,cash,small_basket,snacks
MINI-20250607-0145,2025-06-07 16:17:05,175.71,cash,medium_basket,snacks
MINI-20250607-0146,2025-06-07 16:20:46,163.48,cash,medium_basket,groceries
MINI-20250607-0147,2025-06-07 16:22:17,39.98,mada,small_basket,beverages
MINI-20250607-0148,2025-06-07 16:29:10,154.79,mada,medium_basket,beverages
MINI-20250607-0149,2025-06-07 16:31:27,19.98,credit,small_basket,household
MINI-20250607-0150,2025-06-07 16:33:50,198.03,mada,large_basket,personal_care
MINI-20250607-0151,2025-06-07 16:34:11,17.69,credit,small_basket,snacks
MINI-20250607-0152,2025-06-07 16:34:46,120.83,mada,medium_basket,snacks
MINI-20250607-0153,2025-06-07 16:44:57,49.96,mada,medium_basket,personal_care
MINI-20250607-0154,2025-06-07 16:45:26,42.85,credit,small_basket,snacks
MINI-20250607-0155,2025-06-07 16:45:39,110.78,mada,medium_basket,household
MINI-20250607-0156,2025-06-07 16:51:21,29.1,mada,small_basket,groceries
MINI-20250607-0157,2025-06-07 16:52:55,38.11,mada,small_basket,groceries
MINI-20250607-0158,2025-06-07 16:53:41,9.19,cash,small_basket,beverages
MINI-20250607-0159,2025-06-07 16:59:28,18.67,credit,small_basket,beverages
MINI-20250607-0160,2025-06-07 17:01:32,23.77,mada,small_basket,groceries
MINI-20250607-0161,2025-06-07 17:02:27,84.48,cash,medium_basket,beverages
MINI-20250607-0162,2025-06-07 17:08:16,37.67,mada,small_basket,household
MINI-20250607-0163,2025-06-07 17:08:29,175.0,mada,medium_basket,groceries
MINI-20250607-0164,2025-06-07 17:09:07,80.67,mada,medium_basket,groceries
MINI-20250607-0165,2025-06-07 17:13:00,61.86,cash,medium_basket,personal_care
MINI-20250607-0166,2025-06-07 17:33:31,38.94,mada,small_basket,beverages
MINI-20250607-0167,2025-06-07 17:35:15,38.91,mada,small_basket,groceries
MINI-20250607-0168,2025-06-07 17:37:31,249.09,credit,large_basket,groceries
MINI-20250607-0169,2025-06-07 17:44:50,134.67,cash,medium_basket,snacks
MINI-20250607-0170,2025-06-07 17:53:21,288.99,cash,large_basket,household
MINI-20250607-0171,2025-06-07 17:54:39,42.4,mada,small_basket,groceries
MINI-20250607-0172,2025-06-07 17:59:44,30.32,cash,small_basket,beverages
MINI-20250607-0173,2025-06-07 17:59:51,31.41,credit,small_basket,beverages
MINI-20250607-0174,2025-06-07 18:22:18,77.94,mada,medium_basket,beverages
MINI-20250607-0175,2025-06-07 18:26:52,34.77,cash,small_basket,beverages
MINI-20250607-0176,2025-06-07 18:26:57,41.96,mada,small_basket,beverages
MINI-20250607-0177,2025-06-07 18:27:08,426.78,cash,large_basket,beverages
MINI-20250607-0178,2025-06-07 18:27:37,14.43,cash,small_basket,groceries
MINI-20250607-0179,2025-06-07 18:29:12,338.74,mada,large_basket,groceries
MINI-20250607-0180,2025-06-07 18:35:05,49.81,cash,medium_basket,snacks
MINI-20250607-0181,2025-06-07 18:37:12,378.09,cash,large_basket,household
MINI-20250607-0182,2025-06-07 18:38:19,34.39,mada,small_basket,groceries
MINI-20250607-0183,2025-06-07 18:39:04,174.36,cash,medium_basket,beverages
MINI-20250607-0184,2025-06-07 18:40:00,109.59,mada,medium_basket,snacks
MINI-20250607-0185,2025-06-07 18:40:19,11.0,cash,small_basket,beverages
MINI-20250607-0186,2025-06-07 18:50:12,123.24,cash,medium_basket,groceries
MINI-20250607-0187,2025-06-07 18:51:14,22.01,cash,small_basket,groceries
MINI-20250607-0188,2025-06-07 18:51:40,44.29,mada,small_basket,personal_care
MINI-20250607-0189,2025-06-07 18:53:06,165.33,credit,medium_basket,beverages
MINI-20250607-0190,2025-06-07 18:53:17,128.55,mada,medium_basket,groceries
MINI-20250607-0191,2025-06-07 18:56:31,16.08,cash,small_basket,snacks
MINI-20250607-0192,2025-06-07 19:04:17,238.84,mada,large_basket,personal_care
MINI-20250607-0193,2025-06-07 19:06:49,38.51,cash,small_basket,household
MINI-20250607-0194,2025-06-07 19:07:24,11.85,mada,small_basket,beverages
MINI-20250607-0195,2025-06-07 19:07:43,197.2,mada,large_basket,household
MINI-20250607-0196,2025-06-07 19:09:01,39.76,mada,small_basket,snacks
MINI-20250607-0197,2025-06-07 19:09:01,419.63,mada,large_basket,groceries
MINI-20250607-0198,2025-06-07 19:09:11,154.05,cash,medium_basket,beverages
MINI-20250607-0199,2025-06-07 19:11:28,43.63,mada,small_basket,groceries
MINI-20250607-0200,2025-06-07 19:12:37,36.68,mada,small_basket,beverages
MINI-20250607-0201,2025-06-07 19:22:10,13.44,cash,small_basket,groceries
MINI-20250607-0202,2025-06-07 19:24:09,28.8,mada,small_basket,groceries
MINI-20250607-0203,2025-06-07 19:24:24,431.36,mada,large_basket,beverages
MINI-20250607-0204,2025-06-07 19:31:02,39.66,cash,small_basket,groceries
MINI-20250607-0205,2025-06-07 19:37:19,324.42,mada,large_basket,groceries
MINI-20250607-0206,2025-06-07 19:37:51,43.4,cash,small_basket,groceries
MINI-20250607-0207,2025-06-07 19:40:03,120.0,mada,medium_basket,beverages
MINI-20250607-0208,2025-06-07 19:41:31,83.34,mada,medium_basket,groceries
MINI-20250607-0209,2025-06-07 19:45:04,29.6,mada,small_basket,household
MINI-20250607-0210,2025-06-07 19:53:02,33.09,mada,small_basket,beverages
MINI-20250607-0211,2025-06-07 19:53:06,138.22,cash,medium_basket,groceries
MINI-20250607-0212,2025-06-07 19:57:43,407.78,cash,large_basket,snacks
MINI-20250607-0213,2025-06-07 20:06:12,9.27,cash,small_basket,snacks
MINI-20250607-0214,2025-06-07 20:17:22,31.82,cash,small_basket,snacks
MINI-20250607-0215,2025-06-07 20:24:27,12.76,mada,small_basket,beverages
MINI-20250607-0216,2025-06-07 20:26:26,337.28,credit,large_basket,personal_care
MINI-20250607-0217,2025-06-07 20:27:37,47.94,mada,medium_basket,groceries
MINI-20250607-0218,2025-06-07 20:28:14,10.31,mada,small_basket,beverages
MINI-20250607-0219,2025-06-07 20:31:11,74.31,cash,medium_basket,beverages
MINI-20250607-0220,2025-06-07 20:32:30,143.92,cash,medium_basket,snacks
MINI-20250607-0221,2025-06-07 20:35:20,18.0,mada,small_basket,beverages
MINI-20250607-0222,2025-06-07 20:35:39,26.36,mada,small_basket,household
MINI-20250607-0223,2025-06-07 20:35:50,80.75,mada,medium_basket,snacks
MINI-20250607-0224,2025-06-07 20:36:10,75.64,cash,medium_basket,groceries
MINI-20250607-0225,2025-06-07 20:38:08,10.96,credit,small_basket,groceries
